date,eq,day
105.07.06,41651.6515008,3
105.07.07,40737.8875763,4
105.07.10,32636.1544684,7
105.07.11,40781.6019662,1
105.07.12,42625.3959065,2
105.07.13,42071.7074312,3
105.07.14,41179.9276926,4
105.07.15,43157.7492995,5
105.07.16,34940.7838983,6
105.07.17,31289.5084746,7
105.07.18,32580.7681048,1.0
