YMD,roadname,diretion,timezone,carValume,weekday,rain
20160411,堤頂大道,往北,上午尖峰,16464.75,1,0
20160412,堤頂大道,往北,上午尖峰,16153.5,2,36
20160413,堤頂大道,往北,上午尖峰,16153.5,2,9
20160414,堤頂大道,往北,上午尖峰,16385.75,4,34
20160415,堤頂大道,往北,上午尖峰,16302.75,5,4
20160418,堤頂大道,往北,上午尖峰,16312.0,1,3
20160419,堤頂大道,往北,上午尖峰,16436.0,2,37
20160420,堤頂大道,往北,上午尖峰,16767.0202026,3,45
20160421,堤頂大道,往北,上午尖峰,15669.1442871,4,0
20160422,堤頂大道,往北,上午尖峰,16020.5,5,0
20160425,堤頂大道,往北,上午尖峰,19990.25,1,83
20160426,堤頂大道,往北,上午尖峰,16275.25,2,22
20160428,堤頂大道,往北,上午尖峰,16282.25,4,0
20160505,堤頂大道,往北,上午尖峰,13631.5550537,4,0
20160506,堤頂大道,往北,上午尖峰,13654.75,5,2
20160509,堤頂大道,往北,上午尖峰,14048.25,1,0
20160510,堤頂大道,往北,上午尖峰,13696.25,2,0
20160511,堤頂大道,往北,上午尖峰,13920.25,3,5
20160512,堤頂大道,往北,上午尖峰,15080.0,4,0
20160513,堤頂大道,往北,上午尖峰,13215.0,5,6
20160516,堤頂大道,往北,上午尖峰,14029.0,1,0
20160517,堤頂大道,往北,上午尖峰,13868.75,2,37
20160518,堤頂大道,往北,上午尖峰,13625.5,3,60
20160519,堤頂大道,往北,上午尖峰,13916.1810303,4,1
20160520,堤頂大道,往北,上午尖峰,13680.0720215,5,0
20160523,堤頂大道,往北,上午尖峰,14016.5,1,7
20160524,堤頂大道,往北,上午尖峰,13885.7347412,2,1
20160525,堤頂大道,往北,上午尖峰,13643.0,3,0
20160526,堤頂大道,往北,上午尖峰,13716.75,4,0
20160527,堤頂大道,往北,上午尖峰,13181.0,5,23
20160530,堤頂大道,往北,上午尖峰,13535.75,1,0
20160531,堤頂大道,往北,上午尖峰,13536.5,2,0
20160601,堤頂大道,往北,上午尖峰,13377.75,3,0
20160602,堤頂大道,往北,上午尖峰,13379.25,4,36
20160603,堤頂大道,往北,上午尖峰,13329.7423706,5,9
20160606,堤頂大道,往北,上午尖峰,13543.8391113,1,34
20160607,堤頂大道,往北,上午尖峰,13826.973999,2,4
20160610,堤頂大道,往北,上午尖峰,4609.75,5,3
20160613,堤頂大道,往北,上午尖峰,12869.348877,1,37
20160614,堤頂大道,往北,上午尖峰,12975.0930176,2,45
20160615,堤頂大道,往北,上午尖峰,12907.3382568,3,0
20160616,堤頂大道,往北,上午尖峰,12828.1468506,4,0
20160617,堤頂大道,往北,上午尖峰,13348.5026855,5,83
20160618,堤頂大道,往北,上午尖峰,6487.75,6,22
20160619,堤頂大道,往北,上午尖峰,5161.5,7,0
20160620,堤頂大道,往北,上午尖峰,13562.3088379,1,0
20160621,堤頂大道,往北,上午尖峰,13110.7404785,2,2
