YMD,roadname,diretion,timezone,carValume,weekday,rain
20160622,堤頂大道,往北,上午尖峰,12660.2974854,3,0
20160623,堤頂大道,往北,上午尖峰,13131.887085,4,0
20160624,堤頂大道,往北,上午尖峰,12848.1973877,5,5
20160625,堤頂大道,往北,上午尖峰,6157.75,6,0
20160626,堤頂大道,往北,上午尖峰,4307.25,7,6
20160627,堤頂大道,往北,上午尖峰,13206.5270996,1,0
20160628,堤頂大道,往北,上午尖峰,12130.4108887,2,37
20160629,堤頂大道,往北,上午尖峰,12615.7375488,3,60
20160630,堤頂大道,往北,上午尖峰,12865.2609863,4,1
20160706,堤頂大道,往北,上午尖峰,12614.3198242,3,0
20160707,堤頂大道,往北,上午尖峰,12799.6467285,4,15
20160710,堤頂大道,往北,上午尖峰,4658.0,7,44
20160711,堤頂大道,往北,上午尖峰,12868.5135498,1,7
20160712,堤頂大道,往北,上午尖峰,13397.5159912,2,3
20160713,堤頂大道,往北,上午尖峰,11830.1796265,3,0
20160714,堤頂大道,往北,上午尖峰,12243.8753052,4,0
20160715,堤頂大道,往北,上午尖峰,12603.8624268,5,0
20160716,堤頂大道,往北,上午尖峰,5978.70452881,6,0
20160717,堤頂大道,往北,上午尖峰,4297.54550171,7,2
20160718,堤頂大道,往北,上午尖峰,4302.75,7,22
20160719,堤頂大道,往北,上午尖峰,12965.8682251,2.0,5
20160720,堤頂大道,往北,上午尖峰,12500.7650146,3,16
20160721,堤頂大道,往北,上午尖峰,12813.9943848,4,0
20160722,堤頂大道,往北,上午尖峰,12666.1230469,5,0
20160723,堤頂大道,往北,上午尖峰,5812.25,6,0
20160724,堤頂大道,往北,上午尖峰,4413.5,7,0
20160725,堤頂大道,往北,上午尖峰,12675.4001465,1,0
20160726,堤頂大道,往北,上午尖峰,13184.133728,2,0
20160727,堤頂大道,往北,上午尖峰,12548.8803711,3,0
20160728,堤頂大道,往北,上午尖峰,12673.8988037,4,0
20160729,堤頂大道,往北,上午尖峰,12647.5471191,5,0
20160730,堤頂大道,往北,上午尖峰,6380.88241577,6,0
20160731,堤頂大道,往北,上午尖峰,4734.25,7,0
20160801,堤頂大道,往北,上午尖峰,13135.0682373,1,1
20160802,堤頂大道,往北,上午尖峰,13267.2249756,2,0
20160803,堤頂大道,往北,上午尖峰,12530.0050049,3,0
20160804,堤頂大道,往北,上午尖峰,12628.1501465,4,0
20160805,堤頂大道,往北,上午尖峰,12745.5524902,5,0
20160807,堤頂大道,往北,上午尖峰,4111.25,7,15
20160810,堤頂大道,往北,上午尖峰,12900.3037109,3,9
20160811,堤頂大道,往北,上午尖峰,13199.4481201,4,26
20160812,堤頂大道,往北,上午尖峰,12880.6810303,5,0
20160813,堤頂大道,往北,上午尖峰,5645.25,6,6
20160814,堤頂大道,往北,上午尖峰,4566.25,7,0
20160815,堤頂大道,往北,上午尖峰,13160.9355469,1,0
20160816,堤頂大道,往北,上午尖峰,12881.3389893,2,0
20160817,堤頂大道,往北,上午尖峰,13075.578125,3,0
20160818,堤頂大道,往北,上午尖峰,12294.8592529,4,20
20160819,堤頂大道,往北,上午尖峰,12773.109375,5,2
20160820,堤頂大道,往北,上午尖峰,5628.25,6,0
20160821,堤頂大道,往北,上午尖峰,4806.0,7,0
20160822,堤頂大道,往北,上午尖峰,12692.2966309,1,0
20160823,堤頂大道,往北,上午尖峰,13617.3496094,2,1
20160824,堤頂大道,往北,上午尖峰,15433.7718506,3,0
20160825,堤頂大道,往北,上午尖峰,12695.5690918,4,0
20160826,堤頂大道,往北,上午尖峰,12625.0258789,5,0
20160827,堤頂大道,往北,上午尖峰,5832.75,6,36
20160828,堤頂大道,往北,上午尖峰,4394.75,7,15
20160829,堤頂大道,往北,上午尖峰,13349.2283936,1,0
20160830,堤頂大道,往北,上午尖峰,13521.6578369,2,0
20160831,堤頂大道,往北,上午尖峰,13348.5959473,3,0
20160901,堤頂大道,往北,上午尖峰,13506.2767334,4,0
20160902,堤頂大道,往北,上午尖峰,11837.9674072,5,12
20160903,堤頂大道,往北,上午尖峰,6626.25,6,2
20160904,堤頂大道,往北,上午尖峰,4410.5,7,1
20160905,堤頂大道,往北,上午尖峰,13395.0577393,1,1
20160906,堤頂大道,往北,上午尖峰,13594.4038086,2,5
20160907,堤頂大道,往北,上午尖峰,12764.4458008,3,2
20160910,堤頂大道,往北,上午尖峰,11426.7459717,6,35
20160911,堤頂大道,往北,上午尖峰,4601.0,7,0
20160912,堤頂大道,往北,上午尖峰,13786.1803589,1,6
20160913,堤頂大道,往北,上午尖峰,13182.8093872,2,2
20160914,堤頂大道,往北,上午尖峰,13752.6641235,3,19
20160915,堤頂大道,往北,上午尖峰,3697.52990723,4,1
20160916,堤頂大道,往北,上午尖峰,3933.4130249,5,1
20160917,堤頂大道,往北,上午尖峰,2994.96221924,6,65
20160918,堤頂大道,往北,上午尖峰,3664.96221924,7,29
