YMD,roadname,diretion,timezone,carValume,weekday,rain
20160411,民權東路,往東,上午尖峰,3773.5,1,0
20160412,民權東路,往東,上午尖峰,3739.5,2,36
20160413,民權東路,往東,上午尖峰,3739.5,2,9
20160414,民權東路,往東,上午尖峰,3717.0,4,34
20160415,民權東路,往東,上午尖峰,3729.0,5,4
20160418,民權東路,往東,上午尖峰,4103.0,1,3
20160419,民權東路,往東,上午尖峰,4007.5,2,37
20160420,民權東路,往東,上午尖峰,4115.625,3,45
20160421,民權東路,往東,上午尖峰,3723.5,4,0
20160422,民權東路,往東,上午尖峰,3716.5,5,0
20160425,民權東路,往東,上午尖峰,3679.5,1,83
20160426,民權東路,往東,上午尖峰,3859.0,2,22
20160428,民權東路,往東,上午尖峰,3798.84448242,4,0
20160505,民權東路,往東,上午尖峰,3862.5,4,0
20160506,民權東路,往東,上午尖峰,4039.0,5,2
20160509,民權東路,往東,上午尖峰,3873.5,1,0
20160510,民權東路,往東,上午尖峰,3616.5,2,0
20160511,民權東路,往東,上午尖峰,3774.0,3,5
20160512,民權東路,往東,上午尖峰,3609.0,4,0
20160513,民權東路,往東,上午尖峰,3743.5,5,6
20160516,民權東路,往東,上午尖峰,4117.0,1,0
20160517,民權東路,往東,上午尖峰,3843.0,2,37
20160518,民權東路,往東,上午尖峰,3779.5,3,60
20160519,民權東路,往東,上午尖峰,3696.5,4,1
20160520,民權東路,往東,上午尖峰,3673.80517578,5,0
20160523,民權東路,往東,上午尖峰,3898.0,1,7
20160524,民權東路,往東,上午尖峰,3922.5,2,1
20160525,民權東路,往東,上午尖峰,3633.69482422,3,0
20160526,民權東路,往東,上午尖峰,3759.5,4,0
20160527,民權東路,往東,上午尖峰,3696.05078125,5,23
20160530,民權東路,往東,上午尖峰,3870.0,1,0
20160531,民權東路,往東,上午尖峰,3717.0,2,0
20160601,民權東路,往東,上午尖峰,3698.5,3,0
20160602,民權東路,往東,上午尖峰,3960.0,4,36
20160603,民權東路,往東,上午尖峰,3727.64453125,5,9
20160606,民權東路,往東,上午尖峰,3548.69482422,1,34
20160607,民權東路,往東,上午尖峰,3769.0,2,4
20160610,民權東路,往東,上午尖峰,1299.0,5,3
20160613,民權東路,往東,上午尖峰,3796.5,1,37
20160614,民權東路,往東,上午尖峰,3881.5,2,45
20160615,民權東路,往東,上午尖峰,3726.71191406,3,0
20160616,民權東路,往東,上午尖峰,3610.5,4,0
20160617,民權東路,往東,上午尖峰,3653.5,5,83
20160618,民權東路,往東,上午尖峰,1848.5,6,22
20160619,民權東路,往東,上午尖峰,1674.5,7,0
20160620,民權東路,往東,上午尖峰,3702.0,1,0
20160621,民權東路,往東,上午尖峰,3620.0,2,2
20160622,民權東路,往東,上午尖峰,3736.95458984,3,0
20160623,民權東路,往東,上午尖峰,3623.5,4,0
20160624,民權東路,往東,上午尖峰,3640.5,5,5
20160625,民權東路,往東,上午尖峰,1792.0,6,0
20160626,民權東路,往東,上午尖峰,1286.0,7,6
20160627,民權東路,往東,上午尖峰,3637.5,1,0
20160628,民權東路,往東,上午尖峰,3674.5,2,37
20160629,民權東路,往東,上午尖峰,3526.66113281,3,60
20160630,民權東路,往東,上午尖峰,3545.5,4,1
20160706,民權東路,往東,上午尖峰,3513.0,3,0
20160707,民權東路,往東,上午尖峰,3479.5,4,15
20160710,民權東路,往東,上午尖峰,1253.0,7,44
20160711,民權東路,往東,上午尖峰,3435.0,1,7
20160712,民權東路,往東,上午尖峰,3503.5,2,3
20160713,民權東路,往東,上午尖峰,3453.0,3,0
20160714,民權東路,往東,上午尖峰,3428.5,4,0
20160715,民權東路,往東,上午尖峰,3373.0,5,0
20160716,民權東路,往東,上午尖峰,1618.0,6,0
20160717,民權東路,往東,上午尖峰,1159.0,7,2
20160718,民權東路,往東,上午尖峰,1368.0,7,22
20160719,民權東路,往東,上午尖峰,3408.5,2.0,5
20160720,民權東路,往東,上午尖峰,3223.5,3,16
20160721,民權東路,往東,上午尖峰,3840.5,4,0
20160722,民權東路,往東,上午尖峰,3516.5,5,0
20160723,民權東路,往東,上午尖峰,1701.5,6,0
20160724,民權東路,往東,上午尖峰,1248.5,7,0
20160725,民權東路,往東,上午尖峰,3511.55932617,1,0
20160726,民權東路,往東,上午尖峰,3645.0,2,0
20160727,民權東路,往東,上午尖峰,3427.0,3,0
20160728,民權東路,往東,上午尖峰,3392.5,4,0
20160729,民權東路,往東,上午尖峰,3341.0,5,0
20160730,民權東路,往東,上午尖峰,1899.19116211,6,0
20160731,民權東路,往東,上午尖峰,1274.0,7,0
20160801,民權東路,往東,上午尖峰,3699.0,1,1
20160802,民權東路,往東,上午尖峰,3283.5,2,0
20160803,民權東路,往東,上午尖峰,3455.0,3,0
20160804,民權東路,往東,上午尖峰,3390.0,4,0
20160805,民權東路,往東,上午尖峰,3327.5,5,0
20160807,民權東路,往東,上午尖峰,1153.0,7,15
20160810,民權東路,往東,上午尖峰,3468.0,3,9
20160811,民權東路,往東,上午尖峰,3155.0,4,26
20160812,民權東路,往東,上午尖峰,3398.0,5,0
20160813,民權東路,往東,上午尖峰,1679.5,6,6
20160814,民權東路,往東,上午尖峰,1157.5,7,0
20160815,民權東路,往東,上午尖峰,3360.5,1,0
20160816,民權東路,往東,上午尖峰,3428.0,2,0
20160817,民權東路,往東,上午尖峰,3335.0,3,0
20160818,民權東路,往東,上午尖峰,3523.5,4,20
