YMD,roadname,diretion,timezone,carValume,weekday,rain
20160411,舊宗路,往北,上午尖峰,4928.0,1,0
20160412,舊宗路,往北,上午尖峰,4943.0,2,36
20160413,舊宗路,往北,上午尖峰,4943.0,2,9
20160414,舊宗路,往北,上午尖峰,6192.0,4,34
20160415,舊宗路,往北,上午尖峰,6048.5,5,4
20160418,舊宗路,往北,上午尖峰,6071.5,1,3
20160419,舊宗路,往北,上午尖峰,6210.5,2,37
20160420,舊宗路,往北,上午尖峰,6834.4375,3,45
20160421,舊宗路,往北,上午尖峰,6085.5,4,0
20160422,舊宗路,往北,上午尖峰,4908.0,5,0
20160425,舊宗路,往北,上午尖峰,6355.80078125,1,83
20160426,舊宗路,往北,上午尖峰,6185.04760742,2,22
20160428,舊宗路,往北,上午尖峰,6505.87158203,4,0
20160505,舊宗路,往北,上午尖峰,6306.0,4,0
20160506,舊宗路,往北,上午尖峰,6211.0,5,2
20160509,舊宗路,往北,上午尖峰,6003.53808594,1,0
20160510,舊宗路,往北,上午尖峰,5926.63793945,2,0
20160511,舊宗路,往北,上午尖峰,6442.55102539,3,5
20160512,舊宗路,往北,上午尖峰,6212.21740723,4,0
20160513,舊宗路,往北,上午尖峰,5939.70080566,5,6
20160516,舊宗路,往北,上午尖峰,6202.80078125,1,0
20160517,舊宗路,往北,上午尖峰,6110.60168457,2,37
20160518,舊宗路,往北,上午尖峰,5951.0,3,60
20160519,舊宗路,往北,上午尖峰,6395.5,4,1
20160520,舊宗路,往北,上午尖峰,6102.0,5,0
20160523,舊宗路,往北,上午尖峰,5884.5,1,7
20160524,舊宗路,往北,上午尖峰,6776.20678711,2,1
20160525,舊宗路,往北,上午尖峰,5944.5,3,0
20160526,舊宗路,往北,上午尖峰,5787.5,4,0
20160527,舊宗路,往北,上午尖峰,6081.0,5,23
20160530,舊宗路,往北,上午尖峰,5955.0,1,0
20160531,舊宗路,往北,上午尖峰,5762.0,2,0
20160601,舊宗路,往北,上午尖峰,5851.0,3,0
20160602,舊宗路,往北,上午尖峰,6220.0,4,36
20160603,舊宗路,往北,上午尖峰,6153.0,5,9
20160606,舊宗路,往北,上午尖峰,5970.0,1,34
20160607,舊宗路,往北,上午尖峰,6136.69494629,2,4
20160610,舊宗路,往北,上午尖峰,2071.5,5,3
20160613,舊宗路,往北,上午尖峰,6048.5,1,37
20160614,舊宗路,往北,上午尖峰,6280.0,2,45
20160615,舊宗路,往北,上午尖峰,5768.0,3,0
20160616,舊宗路,往北,上午尖峰,5903.0,4,0
20160617,舊宗路,往北,上午尖峰,6012.0,5,83
20160618,舊宗路,往北,上午尖峰,2832.0,6,22
20160619,舊宗路,往北,上午尖峰,1932.0,7,0
20160620,舊宗路,往北,上午尖峰,5814.5,1,0
20160621,舊宗路,往北,上午尖峰,5969.78808594,2,2
20160622,舊宗路,往北,上午尖峰,5772.5,3,0
20160623,舊宗路,往北,上午尖峰,5919.0,4,0
20160624,舊宗路,往北,上午尖峰,5785.5,5,5
20160625,舊宗路,往北,上午尖峰,2746.0,6,0
20160626,舊宗路,往北,上午尖峰,1845.5,7,6
20160627,舊宗路,往北,上午尖峰,5958.5,1,0
20160628,舊宗路,往北,上午尖峰,5925.38134766,2,37
20160629,舊宗路,往北,上午尖峰,5921.27587891,3,60
20160630,舊宗路,往北,上午尖峰,6343.45751953,4,1
20160706,舊宗路,往北,上午尖峰,5850.0,3,0
20160707,舊宗路,往北,上午尖峰,6032.5,4,15
20160710,舊宗路,往北,上午尖峰,1777.0,7,44
20160711,舊宗路,往北,上午尖峰,5775.5,1,7
20160712,舊宗路,往北,上午尖峰,5773.0,2,3
20160713,舊宗路,往北,上午尖峰,5655.5,3,0
20160714,舊宗路,往北,上午尖峰,6033.0,4,0
20160715,舊宗路,往北,上午尖峰,5838.5,5,0
20160716,舊宗路,往北,上午尖峰,3144.0,6,0
20160717,舊宗路,往北,上午尖峰,1796.0,7,2
20160718,舊宗路,往北,上午尖峰,1837.0,7,22
20160719,舊宗路,往北,上午尖峰,6142.5,2.0,5
20160720,舊宗路,往北,上午尖峰,5742.5,3,16
20160721,舊宗路,往北,上午尖峰,6067.4152832,4,0
20160722,舊宗路,往北,上午尖峰,5658.0,5,0
20160723,舊宗路,往北,上午尖峰,2687.5,6,0
20160724,舊宗路,往北,上午尖峰,1740.5,7,0
20160725,舊宗路,往北,上午尖峰,5578.5,1,0
20160726,舊宗路,往北,上午尖峰,5779.5,2,0
20160727,舊宗路,往北,上午尖峰,5562.5,3,0
20160728,舊宗路,往北,上午尖峰,5932.5,4,0
20160729,舊宗路,往北,上午尖峰,5979.0,5,0
20160730,舊宗路,往北,上午尖峰,2763.75,6,0
20160731,舊宗路,往北,上午尖峰,1797.5,7,0
20160801,舊宗路,往北,上午尖峰,6350.0,1,1
20160802,舊宗路,往北,上午尖峰,6241.5,2,0
20160803,舊宗路,往北,上午尖峰,6455.93676758,3,0
20160804,舊宗路,往北,上午尖峰,6598.37158203,4,0
20160805,舊宗路,往北,上午尖峰,6181.0,5,0
20160807,舊宗路,往北,上午尖峰,1598.0,7,15
20160810,舊宗路,往北,上午尖峰,6449.5,3,9
20160811,舊宗路,往北,上午尖峰,6510.87158203,4,26
20160812,舊宗路,往北,上午尖峰,6349.20751953,5,0
20160813,舊宗路,往北,上午尖峰,2563.97454834,6,6
20160814,舊宗路,往北,上午尖峰,1791.5,7,0
20160815,舊宗路,往北,上午尖峰,6542.14453125,1,0
20160816,舊宗路,往北,上午尖峰,7519.4831543,2,0
20160817,舊宗路,往北,上午尖峰,7590.0,3,0
20160818,舊宗路,往北,上午尖峰,6248.5,4,20
20160819,舊宗路,往北,上午尖峰,7141.5,5,2
20160820,舊宗路,往北,上午尖峰,2807.5,6,0
20160821,舊宗路,往北,上午尖峰,3354.30078125,7,0
