YMD,roadname,diretion,timezone,carValume,weekday,rain
20160411,民權東路,往東,下午尖峰,3743.0,1,0
20160412,民權東路,往東,下午尖峰,3817.5,2,36
20160413,民權東路,往東,下午尖峰,3817.5,2,9
20160414,民權東路,往東,下午尖峰,3793.5,4,34
20160415,民權東路,往東,下午尖峰,3764.0,5,4
20160418,民權東路,往東,下午尖峰,2880.66674805,1,3
20160419,民權東路,往東,下午尖峰,2900.10253906,2,37
20160420,民權東路,往東,下午尖峰,3251.5,3,45
20160421,民權東路,往東,下午尖峰,3052.0,4,0
20160422,民權東路,往東,下午尖峰,2795.59887695,5,0
20160425,民權東路,往東,下午尖峰,3002.5,1,83
20160426,民權東路,往東,下午尖峰,3142.5,2,22
20160428,民權東路,往東,下午尖峰,3004.5,4,0
20160505,民權東路,往東,下午尖峰,2978.5,4,0
20160506,民權東路,往東,下午尖峰,3194.5,5,2
20160509,民權東路,往東,下午尖峰,3275.5,1,0
20160510,民權東路,往東,下午尖峰,3187.5,2,0
20160511,民權東路,往東,下午尖峰,3090.0,3,5
20160512,民權東路,往東,下午尖峰,3182.0,4,0
20160513,民權東路,往東,下午尖峰,3322.5,5,6
20160516,民權東路,往東,下午尖峰,3173.0,1,0
20160517,民權東路,往東,下午尖峰,3006.5,2,37
20160518,民權東路,往東,下午尖峰,3064.5,3,60
20160519,民權東路,往東,下午尖峰,3372.5,4,1
20160520,民權東路,往東,下午尖峰,3294.5,5,0
20160523,民權東路,往東,下午尖峰,3033.0,1,7
20160524,民權東路,往東,下午尖峰,3090.5,2,1
20160525,民權東路,往東,下午尖峰,2988.0,3,0
20160526,民權東路,往東,下午尖峰,3162.19482422,4,0
20160527,民權東路,往東,下午尖峰,3352.5,5,23
20160530,民權東路,往東,下午尖峰,3394.0,1,0
20160531,民權東路,往東,下午尖峰,3036.65258789,2,0
20160601,民權東路,往東,下午尖峰,3205.0,3,0
20160602,民權東路,往東,下午尖峰,3073.0,4,36
20160603,民權東路,往東,下午尖峰,3085.0,5,9
20160606,民權東路,往東,下午尖峰,3117.0,1,34
20160607,民權東路,往東,下午尖峰,3125.5,2,4
20160610,民權東路,往東,下午尖峰,2316.0,5,3
20160613,民權東路,往東,下午尖峰,3040.66113281,1,37
20160614,民權東路,往東,下午尖峰,2977.5,2,45
20160615,民權東路,往東,下午尖峰,3118.5,3,0
20160616,民權東路,往東,下午尖峰,2875.0,4,0
20160617,民權東路,往東,下午尖峰,3236.0,5,83
20160618,民權東路,往東,下午尖峰,2703.5,6,22
20160619,民權東路,往東,下午尖峰,2138.5,7,0
20160620,民權東路,往東,下午尖峰,3304.28808594,1,0
20160621,民權東路,往東,下午尖峰,3005.81347656,2,2
20160622,民權東路,往東,下午尖峰,3011.5,3,0
20160623,民權東路,往東,下午尖峰,3062.0,4,0
20160624,民權東路,往東,下午尖峰,3192.5,5,5
20160625,民權東路,往東,下午尖峰,2577.5,6,0
20160626,民權東路,往東,下午尖峰,2268.0,7,6
20160627,民權東路,往東,下午尖峰,2900.5,1,0
20160628,民權東路,往東,下午尖峰,3112.5,2,37
20160629,民權東路,往東,下午尖峰,3063.5,3,60
20160630,民權東路,往東,下午尖峰,2953.5,4,1
20160706,民權東路,往東,下午尖峰,3121.0,3,0
20160707,民權東路,往東,下午尖峰,2889.10180664,4,15
20160710,民權東路,往東,下午尖峰,2374.5,7,44
20160711,民權東路,往東,下午尖峰,3233.0,1,7
20160712,民權東路,往東,下午尖峰,3207.5,2,3
20160713,民權東路,往東,下午尖峰,2945.5,3,0
20160714,民權東路,往東,下午尖峰,2909.0,4,0
20160715,民權東路,往東,下午尖峰,3725.0,5,0
20160716,民權東路,往東,下午尖峰,2462.0,6,0
20160717,民權東路,往東,下午尖峰,2419.0,7,2
20160718,民權東路,往東,下午尖峰,2286.0,7,22
20160719,民權東路,往東,下午尖峰,2958.5,2.0,5
20160720,民權東路,往東,下午尖峰,3264.0,3,16
20160721,民權東路,往東,下午尖峰,3093.5,4,0
20160722,民權東路,往東,下午尖峰,3190.5,5,0
20160723,民權東路,往東,下午尖峰,2545.0,6,0
20160724,民權東路,往東,下午尖峰,2182.0,7,0
20160725,民權東路,往東,下午尖峰,3185.0,1,0
20160726,民權東路,往東,下午尖峰,2876.0,2,0
20160727,民權東路,往東,下午尖峰,3087.0,3,0
20160728,民權東路,往東,下午尖峰,3437.0,4,0
20160729,民權東路,往東,下午尖峰,3167.0,5,0
20160730,民權東路,往東,下午尖峰,2483.5,6,0
20160731,民權東路,往東,下午尖峰,2433.0,7,0
20160801,民權東路,往東,下午尖峰,2931.5,1,1
20160802,民權東路,往東,下午尖峰,2971.5,2,0
20160803,民權東路,往東,下午尖峰,3086.5,3,0
20160804,民權東路,往東,下午尖峰,2931.16113281,4,0
20160805,民權東路,往東,下午尖峰,3194.68969727,5,0
20160807,民權東路,往東,下午尖峰,2342.18969727,7,15
20160810,民權東路,往東,下午尖峰,3356.62060547,3,9
20160811,民權東路,往東,下午尖峰,3144.53442383,4,26
20160812,民權東路,往東,下午尖峰,3198.84741211,5,0
20160813,民權東路,往東,下午尖峰,2641.18969727,6,6
20160814,民權東路,往東,下午尖峰,2298.06787109,7,0
20160815,民權東路,往東,下午尖峰,2937.88989258,1,0
20160816,民權東路,往東,下午尖峰,3053.70043945,2,0
20160817,民權東路,往東,下午尖峰,3134.5,3,0
20160818,民權東路,往東,下午尖峰,3205.72412109,4,20
20160819,民權東路,往東,下午尖峰,3171.57617188,5,2
20160820,民權東路,往東,下午尖峰,2639.13793945,6,0
20160821,民權東路,往東,下午尖峰,2262.56787109,7,0
20160822,民權東路,往東,下午尖峰,3134.28564453,1,0
20160823,民權東路,往東,下午尖峰,3200.81030273,2,1
20160824,民權東路,往東,下午尖峰,2952.72045898,3,0
20160825,民權東路,往東,下午尖峰,2917.20336914,4,0
20160826,民權東路,往東,下午尖峰,3150.16430664,5,0
20160827,民權東路,往東,下午尖峰,2459.74145508,6,36
20160828,民權東路,往東,下午尖峰,2075.34472656,7,15
20160829,民權東路,往東,下午尖峰,2837.87280273,1,0
20160830,民權東路,往東,下午尖峰,2850.75537109,2,0
20160831,民權東路,往東,下午尖峰,3181.72412109,3,0
20160901,民權東路,往東,下午尖峰,2890.17236328,4,0
20160902,民權東路,往東,下午尖峰,3314.29321289,5,12
20160903,民權東路,往東,下午尖峰,2595.00854492,6,2
20160904,民權東路,往東,下午尖峰,2394.13793945,7,1
20160905,民權東路,往東,下午尖峰,2862.32763672,1,1
20160906,民權東路,往東,下午尖峰,2986.24145508,2,5
20160907,民權東路,往東,下午尖峰,2701.55175781,3,2
20160910,民權東路,往東,下午尖峰,3204.08618164,6,35
20160911,民權東路,往東,下午尖峰,2321.52636719,7,0
20160912,民權東路,往東,下午尖峰,2966.84741211,1,6
20160913,民權東路,往東,下午尖峰,3051.45458984,2,2
20160914,民權東路,往東,下午尖峰,3139.82763672,3,19
20160915,民權東路,往東,下午尖峰,2143.51733398,4,1
20160916,民權東路,往東,下午尖峰,2223.51733398,5,1
20160917,民權東路,往東,下午尖峰,1543.75866699,6,65
20160918,民權東路,往東,下午尖峰,2268.02636719,7,29
