道路,方向,日期,時間,當量總和,平均速度,平均佔有率,平均車間距,星期
堤頂,往南,2016-05-27,06:00:00,500.0,52.8143371582,0.509333330393,155.732339478,Fri
堤頂,往南,2016-05-27,07:00:00,1283.9067688,52.3129165649,1.27233332396,133.372671509,Fri
堤頂,往南,2016-05-27,08:00:00,3831.0,49.7295166016,3.75899989605,100.643002319,Fri
堤頂,往南,2016-05-27,09:00:00,4207.44909668,47.9621299744,4.86766660213,97.1503341675,Fri
堤頂,往南,2016-05-27,10:00:00,4360.0,47.3181652069,5.12266664505,91.3300003052,Fri
堤頂,往南,2016-05-27,11:00:00,3759.0847168,48.1633483887,4.04733338356,102.394668579,Fri
堤頂,往南,2016-05-27,12:00:00,3827.74572754,49.3003631592,3.93133335114,100.240336609,Fri
堤頂,往南,2016-05-27,13:00:00,3753.40673828,48.5976989746,3.96299993992,99.664666748,Fri
堤頂,往南,2016-05-27,14:00:00,4185.14099121,47.8133010864,4.47066669464,93.7753341675,Fri
堤頂,往南,2016-05-27,15:00:00,4581.97424316,46.0723175049,5.01500005722,93.0313323975,Fri
堤頂,往南,2016-05-27,16:00:00,4198.5,46.2200584412,4.65333328247,95.1926651001,Fri
堤頂,往南,2016-05-27,17:00:00,3933.52142334,46.8295829773,4.67099983692,95.5263305664,Fri
堤頂,往南,2016-05-27,18:00:00,3784.98303223,45.6868850708,5.34599986076,104.789001465,Fri
堤頂,往南,2016-05-27,19:00:00,3664.11010742,44.2338069916,6.25366649032,114.317329407,Fri
堤頂,往南,2016-05-27,20:00:00,2985.84741211,46.9295471191,3.95733315945,117.406663513,Fri
堤頂,往南,2016-05-27,21:00:00,2634.7711792,49.4062171936,3.22133336663,118.569332886,Fri
堤頂,往南,2016-05-27,22:00:00,2995.7288208,50.6415275574,3.13733330965,114.593667603,Fri
堤頂,往南,2016-05-27,23:00:00,2168.10076904,51.3398910522,2.25400007963,121.095666504,Fri
堤頂,往南,2016-05-28,00:00:00,1263.31356812,53.8032966614,1.22833332419,136.985665894,Sat
堤頂,往南,2016-05-28,01:00:00,789.161010742,54.544203186,0.75799998045,147.889663696,Sat
堤頂,往南,2016-05-28,02:00:00,480.974575043,55.3821014404,0.482999992371,157.372332764,Sat
堤頂,往南,2016-05-28,03:00:00,473.974575043,54.4703857422,0.474333328009,159.38366394,Sat
堤頂,往南,2016-05-28,04:00:00,327.754234314,55.4988922119,0.336333331466,166.827999878,Sat
堤頂,往南,2016-05-28,05:00:00,356.083965302,55.8611869812,0.402666682005,159.260339355,Sat
堤頂,往南,2016-05-28,06:00:00,620.906776428,54.8114501953,0.6073333323,150.680999756,Sat
堤頂,往南,2016-05-28,07:00:00,1009.14407349,53.5079368591,0.942666661739,138.033666992,Sat
堤頂,往南,2016-05-28,08:00:00,1606.65254211,51.805052948,1.50633335114,129.977998352,Sat
堤頂,往南,2016-05-28,09:00:00,2355.72033691,52.6443641663,2.21233335733,118.671672058,Sat
堤頂,往南,2016-05-28,10:00:00,3172.677948,44.9769050598,2.99333329201,108.703668213,Sat
堤頂,往南,2016-05-28,11:00:00,2954.01379395,49.8718803406,2.98633332253,105.846000671,Sat
堤頂,往南,2016-05-28,12:00:00,3472.09320068,50.2764678955,3.3916665554,99.5326660156,Sat
堤頂,往南,2016-05-28,13:00:00,3472.2711792,48.7721405029,3.63766672611,103.947665405,Sat
堤頂,往南,2016-05-28,14:00:00,3502.5,49.1300865173,3.65733339787,101.121330261,Sat
堤頂,往南,2016-05-28,15:00:00,3677.3684082,47.7070518494,3.89199986458,95.7159957886,Sat
堤頂,往南,2016-05-28,16:00:00,4516.0,47.8625,4.92200012207,82.8693328857,Sat
堤頂,往南,2016-05-28,17:00:00,3808.39349365,48.7668144226,3.84166676998,92.7736679077,Sat
堤頂,往南,2016-05-28,18:00:00,3919.43551636,49.4453102112,3.88999998569,94.7283340454,Sat
堤頂,往南,2016-05-28,23:00:00,2745.79064941,51.386945343,2.5253333807,102.597000122,Sat
堤頂,往南,2016-05-29,00:00:00,1465.17796326,53.4783187866,1.28333333731,128.688331604,Sun
堤頂,往南,2016-05-29,01:00:00,899.516944885,53.9401390076,0.821666669846,136.990328979,Sun
堤頂,往南,2016-05-29,02:00:00,579.177963257,54.8104911804,0.533333343267,152.370007324,Sun
堤頂,往南,2016-05-29,03:00:00,483.525421143,53.1427185059,0.459333342314,157.235668945,Sun
堤頂,往南,2016-05-29,04:00:00,404.720336914,54.2369506836,0.415666669607,161.950668335,Sun
堤頂,往南,2016-05-29,05:00:00,348.32201767,55.453225708,0.363666653633,164.721334839,Sun
堤頂,往南,2016-05-29,06:00:00,403.889827728,52.8552749634,0.427666658163,162.054666138,Sun
堤頂,往南,2016-05-29,07:00:00,725.237289429,51.9352287292,0.749666678905,143.524667358,Sun
堤頂,往南,2016-05-29,08:00:00,1121.95761108,52.1801681519,1.07000004053,136.845671082,Sun
堤頂,往南,2016-05-29,09:00:00,1797.44737244,51.2061477661,1.61633336544,125.224334717,Sun
堤頂,往南,2016-05-29,10:00:00,2493.71185303,50.885900116,2.38633332253,113.063664246,Sun
堤頂,往南,2016-05-29,11:00:00,2531.98216248,49.4389667511,2.35766670704,108.081668091,Sun
堤頂,往南,2016-05-29,12:00:00,2915.6355896,50.4895080566,2.88833339214,112.182667542,Sun
堤頂,往南,2016-05-29,13:00:00,2737.91525269,49.0407482147,2.85066666603,109.012333679,Sun
堤頂,往南,2016-05-29,14:00:00,3203.93218994,50.1188468933,3.10766677856,101.526332092,Sun
堤頂,往南,2016-05-29,15:00:00,3422.42416382,49.4669418335,3.54800000191,102.420999146,Sun
堤頂,往南,2016-05-29,16:00:00,3561.76269531,49.9275772095,3.67900002003,98.817666626,Sun
堤頂,往南,2016-05-29,17:00:00,3415.49291992,50.194833374,3.39033339024,97.3040039063,Sun
堤頂,往南,2016-05-29,18:00:00,3689.44067383,50.0528778076,3.69833347797,98.3103347778,Sun
堤頂,往南,2016-05-29,19:00:00,3290.19491577,50.0231697083,3.29366672039,102.266996765,Sun
堤頂,往南,2016-05-29,20:00:00,2997.79660034,49.6820213318,3.11266663074,103.298666382,Sun
堤頂,往南,2016-05-29,21:00:00,3158.46609497,50.0307891846,3.0753333807,106.465000916,Sun
堤頂,往南,2016-05-29,22:00:00,3006.55932617,51.1746757507,2.78566670418,106.475332642,Sun
堤頂,往南,2016-05-29,23:00:00,1788.21022034,52.2556526184,1.77633336782,125.099000549,Sun
堤頂,往南,2016-05-30,00:00:00,1058.17796326,53.4268585205,0.990999984741,139.362997437,Mon
堤頂,往南,2016-05-30,01:00:00,562.771186829,53.8984794617,0.584333330393,151.882669067,Mon
堤頂,往南,2016-05-30,02:00:00,314.0,54.2532707214,0.334333336353,163.53366394,Mon
堤頂,往南,2016-05-30,03:00:00,293.542373657,55.0779319763,0.319333326817,168.033334351,Mon
堤頂,往南,2016-05-30,04:00:00,218.364406586,51.5623374939,0.255666664243,173.677667236,Mon
堤頂,往南,2016-05-30,05:00:00,220.869785309,53.2393974304,0.25666666925,168.850668335,Mon
堤頂,往南,2016-05-30,06:00:00,393.5,53.50703125,0.407666671276,161.563336182,Mon
堤頂,往南,2016-05-30,07:00:00,1280.5,51.5946327209,1.20533335209,133.507667542,Mon
堤頂,往南,2016-05-30,08:00:00,4172.0,50.1870376587,3.85266671181,96.5166641235,Mon
堤頂,往南,2016-05-30,09:00:00,4656.97454834,47.8403778076,5.12300019264,94.5020019531,Mon
堤頂,往南,2016-05-30,10:00:00,4179.41522217,47.3895439148,4.72133350372,98.3670013428,Mon
堤頂,往南,2016-05-30,11:00:00,3690.0213623,48.8784820557,3.69833331108,101.570666504,Mon
堤頂,往南,2016-05-30,12:00:00,3659.0,49.1430877686,3.50333325863,103.67532959,Mon
堤頂,往南,2016-05-30,13:00:00,3366.40896606,49.0377540588,3.64533340931,105.546331787,Mon
堤頂,往南,2016-05-30,14:00:00,3753.5,48.3013046265,3.97233345509,101.901002502,Mon
堤頂,往南,2016-05-30,15:00:00,3920.30419922,47.8857727051,4.19866671562,99.9273345947,Mon
堤頂,往南,2016-05-30,16:00:00,3763.59320068,47.8407447815,4.03666656017,99.3659973145,Mon
堤頂,往南,2016-05-30,17:00:00,4048.34741211,48.694921875,4.19399983883,96.7516647339,Mon
堤頂,往南,2016-05-30,18:00:00,4341.0,48.9939842224,4.5536667347,99.2719970703,Mon
堤頂,往南,2016-05-30,19:00:00,4544.88134766,48.9011131287,4.48799974918,101.701998901,Mon
堤頂,往南,2016-05-30,20:00:00,3595.40673828,49.3425559998,3.79033329487,110.431666565,Mon
堤頂,往南,2016-05-30,21:00:00,3033.55932617,49.8293937683,3.02433328629,110.276000977,Mon
堤頂,往南,2016-05-30,22:00:00,2642.09320068,51.3818954468,2.48833324909,111.579666138,Mon
堤頂,往南,2016-05-30,23:00:00,1766.07623291,51.7347686768,1.90633330345,124.345669556,Mon
堤頂,往南,2016-05-31,00:00:00,991.542366028,52.9628364563,0.940333306789,139.782669067,Tue
堤頂,往南,2016-05-31,01:00:00,555.1355896,54.3970275879,0.537333345413,156.443334961,Tue
堤頂,往南,2016-05-31,02:00:00,372.0,53.3397880554,0.396666669846,161.119332886,Tue
堤頂,往南,2016-05-31,03:00:00,296.889829636,56.2393119812,0.319333326817,164.185336304,Tue
堤頂,往南,2016-05-31,04:00:00,218.406778336,53.522039032,0.258666670322,172.612335205,Tue
堤頂,往南,2016-05-31,05:00:00,221.04599762,52.4441215515,0.251333329082,175.491998291,Tue
堤頂,往南,2016-05-31,06:00:00,444.0,52.8653160095,0.442333334684,156.959667969,Tue
堤頂,往南,2016-05-31,07:00:00,1319.65252686,51.0651199341,1.2193333149,128.714668274,Tue
堤頂,往南,2016-05-31,08:00:00,4040.80505371,49.8409240723,3.69333331585,105.573332214,Tue
堤頂,往南,2016-05-31,09:00:00,4688.25421143,47.3825668335,5.26733345985,94.5310012817,Tue
堤頂,往南,2016-05-31,10:00:00,4232.5,47.1322185516,4.91399998665,99.0656677246,Tue
堤頂,往南,2016-05-31,11:00:00,3934.6307373,48.5295188904,4.189666605,97.7233352661,Tue
堤頂,往南,2016-05-31,12:00:00,3820.5,48.0918548584,4.01033351421,104.42333374,Tue
堤頂,往南,2016-05-31,13:00:00,3530.36437988,48.4886428833,3.58533337116,105.068333435,Tue
堤頂,往南,2016-05-31,14:00:00,4026.0,49.2081916809,4.04766659737,96.7610031128,Tue
堤頂,往南,2016-05-31,15:00:00,4001.3583374,49.0080039978,4.05866670609,98.2793334961,Tue
堤頂,往南,2016-05-31,16:00:00,3904.07629395,49.40727005,3.93133332729,99.2670028687,Tue
堤頂,往南,2016-05-31,17:00:00,3802.51507568,48.877180481,4.13566656113,95.775668335,Tue
堤頂,往南,2016-05-31,18:00:00,3939.06781006,48.8028816223,3.9963332653,94.3676681519,Tue
堤頂,往南,2016-05-31,19:00:00,4173.28808594,46.8598144531,4.70300011635,106.541000366,Tue
堤頂,往南,2016-05-31,20:00:00,3724.5,49.1102378845,3.66966683865,105.198997498,Tue
堤頂,往南,2016-05-31,21:00:00,3358.12710571,50.1063461304,3.28100016117,105.508666992,Tue
堤頂,往南,2016-05-31,22:00:00,2971.05172729,51.2407852173,2.78066661358,108.545333862,Tue
堤頂,往南,2016-05-31,23:00:00,1979.61494446,51.9595504761,1.82466671467,118.627998352,Tue
堤頂,往南,2016-06-01,00:00:00,1108.46003723,52.3555786133,1.02100002766,134.351000977,Wed
堤頂,往南,2016-06-01,01:00:00,640.305084229,54.1263275146,0.608666658401,148.638665771,Wed
堤頂,往南,2016-06-01,02:00:00,431.5,53.9599479675,0.422333323956,157.927005005,Wed
堤頂,往南,2016-06-01,03:00:00,360.245761871,54.8027755737,0.366666650772,161.838000488,Wed
堤頂,往南,2016-06-01,04:00:00,237.940677643,54.710269165,0.272666671872,172.492333984,Wed
堤頂,往南,2016-06-01,05:00:00,277.448539734,53.7702445984,0.326666662097,165.061334229,Wed
堤頂,往南,2016-06-01,06:00:00,455.5,52.9106559753,0.466000002623,159.247998047,Wed
堤頂,往南,2016-06-01,07:00:00,1345.31355286,52.9483390808,1.22999997139,125.766001892,Wed
堤頂,往南,2016-06-01,08:00:00,3765.0,50.1293319702,3.57433333397,102.060002136,Wed
堤頂,往南,2016-06-01,09:00:00,4668.22033691,47.5685512543,5.57233328819,94.4229980469,Wed
堤頂,往南,2016-06-01,10:00:00,4418.53387451,46.8108570099,5.01833333969,94.9879989624,Wed
堤頂,往南,2016-06-01,11:00:00,3974.88983154,48.7039100647,3.98600010872,101.443998718,Wed
堤頂,往南,2016-06-01,12:00:00,4079.13555908,49.1432769775,4.014666605,96.5296691895,Wed
堤頂,往南,2016-06-01,13:00:00,3520.72875977,48.6299888611,3.77133338451,104.646669006,Wed
堤頂,往南,2016-06-01,14:00:00,4130.5,48.3050743103,4.32000012398,95.6420013428,Wed
堤頂,往南,2016-06-01,15:00:00,4532.25500488,48.0304252625,4.4676668644,91.7960021973,Wed
堤頂,往南,2016-06-01,16:00:00,4358.25421143,48.2259063721,4.29866666794,93.3256698608,Wed
堤頂,往南,2016-06-01,17:00:00,4241.3092041,47.6455352783,4.33533329964,94.0909973145,Wed
堤頂,往南,2016-06-01,18:00:00,4422.0,49.0973236084,4.24133329391,99.5936645508,Wed
堤頂,往南,2016-06-01,19:00:00,4426.27111816,47.0474918365,4.81700005531,98.4516654968,Wed
堤頂,往南,2016-06-01,20:00:00,3835.49151611,48.2000595093,3.90366671085,103.714335632,Wed
堤頂,往南,2016-06-01,21:00:00,3073.49151611,49.9065582275,3.0426666975,108.423997498,Wed
堤頂,往南,2016-06-01,22:00:00,3072.5,51.1168334961,2.88566665649,103.925334167,Wed
堤頂,往南,2016-06-01,23:00:00,2223.35221863,51.736529541,2.11566662788,114.322998047,Wed
堤頂,往南,2016-06-02,00:00:00,1219.72880554,53.3653396606,1.15400004387,130.588667297,Thu
堤頂,往南,2016-06-02,01:00:00,671.745758057,54.4761787415,0.605666655302,147.156668091,Thu
堤頂,往南,2016-06-02,02:00:00,411.5,53.9169441223,0.404666668177,156.982995605,Thu
堤頂,往南,2016-06-02,03:00:00,319.991523743,53.1808898926,0.331333321333,164.556335449,Thu
堤頂,往南,2016-06-02,04:00:00,259.0,53.5320755005,0.285666668415,169.205664063,Thu
堤頂,往南,2016-06-02,05:00:00,276.506660461,53.9473571777,0.304666668177,165.091665649,Thu
堤頂,往南,2016-06-02,06:00:00,465.5,53.5667778015,0.457999998331,155.949664307,Thu
堤頂,往南,2016-06-02,07:00:00,1219.95761108,52.839516449,1.1453333497,132.60900116,Thu
堤頂,往南,2016-06-02,08:00:00,3746.5,50.2978355408,3.82233324051,100.780665588,Thu
堤頂,往南,2016-06-02,09:00:00,4610.55078125,47.3331699371,5.17866663933,96.7520004272,Thu
堤頂,往南,2016-06-02,10:00:00,4665.5,45.4674888611,5.60966653824,91.5883331299,Thu
堤頂,往南,2016-06-02,11:00:00,3458.49742126,46.1393989563,4.38633333445,104.489332581,Thu
堤頂,往南,2016-06-02,12:00:00,3225.7288208,47.0205604553,3.96666661501,114.05032959,Thu
堤頂,往南,2016-06-02,13:00:00,3043.14404297,46.9851051331,3.89066677094,112.887332153,Thu
堤頂,往南,2016-06-02,14:00:00,3842.75,41.3246353149,4.24099992514,107.805000305,Thu
堤頂,往南,2016-06-02,15:00:00,3513.36120605,45.75105896,5.83199994564,131.779666138,Thu
堤頂,往南,2016-06-02,16:00:00,3652.9576416,46.6929504395,5.59133331776,132.493336487,Thu
堤頂,往南,2016-06-02,17:00:00,3480.76248169,47.7354866028,5.66799993515,135.024667358,Thu
堤頂,往南,2016-06-02,18:00:00,3633.72033691,48.3559104919,5.23666684628,136.092002869,Thu
堤頂,往南,2016-06-02,19:00:00,3956.01275635,46.6072525024,5.25033330917,132.771665955,Thu
堤頂,往南,2016-06-02,20:00:00,3449.67797852,48.8673694611,4.33533344269,132.799006653,Thu
堤頂,往南,2016-06-02,21:00:00,3245.91522217,50.3465995789,3.82966663837,132.538002014,Thu
堤頂,往南,2016-06-02,22:00:00,3231.84744263,50.5488433838,3.34600007534,131.777668762,Thu
堤頂,往南,2016-06-02,23:00:00,2116.48843384,51.884513092,2.25466659069,153.547000122,Thu
堤頂,往南,2016-06-03,00:00:00,1066.33898926,52.5755783081,1.06833337545,184.631997681,Fri
堤頂,往南,2016-06-03,01:00:00,582.796607971,53.0106300354,0.586333325505,193.256661987,Fri
堤頂,往南,2016-06-03,02:00:00,291.398303986,53.2425445557,0.292333331704,198.211331177,Fri
堤頂,往南,2016-06-03,03:00:00,290.152542114,54.2700119019,0.311333339661,196.69833374,Fri
堤頂,往南,2016-06-03,04:00:00,250.0,53.0280838013,0.267333328724,195.5,Fri
堤頂,往南,2016-06-03,05:00:00,271.00967598,53.8824951172,0.338333334774,198.058673096,Fri
堤頂,往南,2016-06-03,06:00:00,395.051727295,53.3806037903,0.432666659355,197.811001587,Fri
堤頂,往南,2016-06-03,07:00:00,1140.92373657,51.9933738708,1.09299998879,181.009335327,Fri
堤頂,往南,2016-06-03,08:00:00,3821.99884033,50.725466156,4.49566643238,126.425332642,Fri
堤頂,往南,2016-06-03,09:00:00,4744.49749756,47.8391326904,5.72633342743,112.05300293,Fri
堤頂,往南,2016-06-03,10:00:00,4648.95751953,45.5948112488,6.77266702652,110.576002502,Fri
堤頂,往南,2016-06-03,11:00:00,3823.52276611,48.0266166687,4.9393335104,120.787995911,Fri
堤頂,往南,2016-06-03,12:00:00,4054.88134766,48.0009422302,5.22166676521,117.092332458,Fri
堤頂,往南,2016-06-03,13:00:00,3761.09881592,48.5024868011,4.81866672039,125.91900177,Fri
堤頂,往南,2016-06-03,14:00:00,4153.38223267,47.9770385742,4.83466658592,121.057330322,Fri
堤頂,往南,2016-06-03,15:00:00,4349.6182251,47.8228485107,5.60266671181,113.118333435,Fri
堤頂,往南,2016-06-03,16:00:00,4240.82897949,47.1766075134,5.20366668701,115.443333435,Fri
堤頂,往南,2016-06-03,17:00:00,4339.5,48.7797462463,5.19033317566,113.638668823,Fri
堤頂,往南,2016-06-03,18:00:00,4504.60644531,48.1807933807,5.79100017548,114.64133606,Fri
堤頂,往南,2016-06-03,19:00:00,4519.8347168,47.3292877197,5.59366676807,123.20133667,Fri
堤頂,往南,2016-06-03,20:00:00,3776.96936035,48.929384613,4.51366682053,129.844999695,Fri
堤頂,往南,2016-06-03,21:00:00,3441.39404297,49.7274215698,4.00199995041,129.549662781,Fri
堤頂,往南,2016-06-03,22:00:00,3450.2288208,49.7658843994,3.74833345413,127.430996704,Fri
堤頂,往南,2016-06-03,23:00:00,2662.00848389,51.6890159607,2.47966661453,152.483334351,Fri
堤頂,往南,2016-06-04,00:00:00,1308.5,51.907434082,1.26233332157,178.934667969,Sat
堤頂,往南,2016-06-04,01:00:00,815.889831543,53.7851394653,0.738333332539,191.586334229,Sat
堤頂,往南,2016-06-04,02:00:00,518.5,55.2133361816,0.543666684628,196.353665161,Sat
堤頂,往南,2016-06-04,03:00:00,456.855930328,54.6922904968,0.464999997616,197.133331299,Sat
堤頂,往南,2016-06-04,04:00:00,373.737289429,55.9646751404,0.375666666031,197.727001953,Sat
堤頂,往南,2016-06-04,05:00:00,302.576271057,55.1234184265,0.334666666389,198.661331177,Sat
堤頂,往南,2016-06-04,06:00:00,571.5,54.2876152039,0.598333323002,195.841000366,Sat
堤頂,往南,2016-06-04,07:00:00,1100.10592651,52.2782875061,1.15999996662,185.918997192,Sat
堤頂,往南,2016-06-04,08:00:00,3210.98492432,50.7467018127,4.04499969482,137.808998108,Sat
堤頂,往南,2016-06-04,09:00:00,4200.965271,49.1110046387,4.73066678047,119.1426651,Sat
堤頂,往南,2016-06-04,10:00:00,4013.97460938,48.0063690186,5.5553334713,118.178665161,Sat
堤頂,往南,2016-06-04,11:00:00,3686.18771362,48.6403526306,4.80199968815,116.269667053,Sat
堤頂,往南,2016-06-04,12:00:00,3675.35168457,48.9777603149,5.07600004673,120.409666443,Sat
堤頂,往南,2016-06-04,13:00:00,3645.38986206,48.7434356689,4.20666689873,123.846000671,Sat
堤頂,往南,2016-06-04,14:00:00,3701.5,49.7808067322,4.3953335762,119.7323349,Sat
堤頂,往南,2016-06-04,15:00:00,3970.20916748,48.4173812866,5.06533341408,114.716001892,Sat
堤頂,往南,2016-06-04,16:00:00,4084.37289429,47.8276527405,5.47866668701,111.242672729,Sat
堤頂,往南,2016-06-04,17:00:00,4203.24996948,48.8975440979,5.22799983025,111.273669434,Sat
堤頂,往南,2016-06-04,18:00:00,4815.44372559,47.0004928589,5.56033325195,101.929335022,Sat
堤頂,往南,2016-06-04,19:00:00,5019.36865234,44.0551200867,7.24633359909,106.583670044,Sat
堤頂,往南,2016-06-04,20:00:00,3814.30505371,48.8786087036,4.36166675091,122.457333374,Sat
堤頂,往南,2016-06-04,21:00:00,3515.81774902,49.4945755005,4.60966668129,120.591668701,Sat
堤頂,往南,2016-06-04,22:00:00,3371.74572754,50.6252258301,3.678333354,124.583665466,Sat
堤頂,往南,2016-06-04,23:00:00,2952.2033844,46.3388923645,2.55866677761,142.605996704,Sat
堤頂,往南,2016-06-05,00:00:00,1507.0,53.9631568909,1.5310000062,173.666665649,Sun
堤頂,往南,2016-06-05,01:00:00,932.338981628,54.3897277832,0.855999994278,187.912664795,Sun
堤頂,往南,2016-06-05,02:00:00,589.642837524,54.5661247253,0.5646666646,193.556335449,Sun
堤頂,往南,2016-06-05,03:00:00,497.1355896,54.8308746338,0.473999989033,197.134332275,Sun
堤頂,往南,2016-06-05,04:00:00,380.762710571,54.9947555542,0.397666668892,198.398666382,Sun
堤頂,往南,2016-06-05,05:00:00,419.075656891,53.0744155884,0.442333340645,195.881332397,Sun
堤頂,往南,2016-06-05,06:00:00,506.5,52.8143554688,0.503666681051,196.36199646,Sun
堤頂,往南,2016-06-05,07:00:00,748.465515137,52.2664924622,0.724000012875,191.88633728,Sun
堤頂,往南,2016-06-05,08:00:00,1307.83766174,52.4894470215,1.25000001192,178.431002808,Sun
堤頂,往南,2016-06-05,09:00:00,1782.338974,53.0020233154,1.8060000062,166.451004028,Sun
堤頂,往南,2016-06-05,10:00:00,2349.0,51.5218605042,2.47033340931,151.51333313,Sun
堤頂,往南,2016-06-05,11:00:00,2759.27270508,51.4766639709,3.31199994087,141.329336548,Sun
堤頂,往南,2016-06-05,12:00:00,3019.99151611,51.7311927795,3.90600011349,135.89733429,Sun
堤頂,往南,2016-06-05,13:00:00,3261.44491577,45.2145652771,3.64499981403,137.895666504,Sun
堤頂,往南,2016-06-05,14:00:00,3215.02539062,50.2418228149,3.81733362675,132.524333191,Sun
堤頂,往南,2016-06-05,15:00:00,3884.00231934,50.0764541626,4.65699982643,114.085331726,Sun
堤頂,往南,2016-06-05,16:00:00,3988.34741211,47.2749710083,5.56533358097,113.19833374,Sun
堤頂,往南,2016-06-05,17:00:00,3726.79660034,48.2444122314,5.21600003242,117.887666321,Sun
堤頂,往南,2016-06-05,18:00:00,3058.0,47.8786533356,4.39700014591,137.173661804,Sun
堤頂,往南,2016-06-05,19:00:00,2744.93218994,48.165398407,3.98000003695,142.891000366,Sun
堤頂,往南,2016-06-05,20:00:00,2379.13555908,48.8242828369,3.49400003552,149.282661438,Sun
堤頂,往南,2016-06-05,21:00:00,2402.49572754,49.0765289307,3.46200011969,148.48999939,Sun
堤頂,往南,2016-06-05,22:00:00,2476.13024902,51.5375511169,3.04433321953,147.234002686,Sun
堤頂,往南,2016-06-05,23:00:00,1459.39654541,53.4325447083,1.73800002337,173.414001465,Sun
堤頂,往南,2016-06-06,00:00:00,844.5,53.1642906189,0.871333318949,190.264666748,Mon
堤頂,往南,2016-06-06,01:00:00,557.025421143,53.2306922913,0.5853333354,195.604003906,Mon
堤頂,往南,2016-06-06,02:00:00,303.5,55.267149353,0.317333340645,198.633001709,Mon
堤頂,往南,2016-06-06,03:00:00,314.483049393,53.6103523254,0.323999997973,198.594329834,Mon
堤頂,往南,2016-06-06,04:00:00,202.788135529,53.3752555847,0.233666673303,199.666665649,Mon
堤頂,往南,2016-06-06,05:00:00,229.457626343,53.7863113403,0.267999997735,199.319003296,Mon
堤頂,往南,2016-06-06,06:00:00,410.347457886,52.6643005371,0.470666658878,197.02800293,Mon
堤頂,往南,2016-06-06,07:00:00,1269.75422668,52.9999191284,1.15033334494,180.077331543,Mon
堤頂,往南,2016-06-06,08:00:00,3999.23730469,49.7188911438,4.63599996567,119.660334778,Mon
堤頂,往南,2016-06-06,09:00:00,4676.13122559,47.4638210297,6.56333327293,114.088996887,Mon
堤頂,往南,2016-06-06,10:00:00,4154.00842285,47.2701328278,5.98266663551,120.642330933,Mon
堤頂,往南,2016-06-06,11:00:00,3162.4473877,46.7786453247,4.35300002098,133.763670349,Mon
堤頂,往南,2016-06-06,12:00:00,3238.99920654,47.630430603,4.74666646719,139.066995239,Mon
堤頂,往南,2016-06-06,13:00:00,2861.55136108,46.8833755493,4.32333327532,142.1146698,Mon
堤頂,往南,2016-06-06,14:00:00,3713.19482422,47.5624229431,4.99666652679,127.252334595,Mon
堤頂,往南,2016-06-06,15:00:00,4204.85272217,46.7133079529,5.53166661263,114.793670654,Mon
堤頂,往南,2016-06-06,16:00:00,3949.75,46.6788520813,5.70900027752,122.859004211,Mon
堤頂,往南,2016-06-06,17:00:00,3719.03393555,47.3412612915,5.47066652775,128.815335083,Mon
堤頂,往南,2016-06-06,18:00:00,4448.56896973,48.715827179,4.90300002098,116.296327209,Mon
堤頂,往南,2016-06-06,19:00:00,4320.57202148,47.6531101227,5.38099992275,131.097001648,Mon
堤頂,往南,2016-06-06,20:00:00,4019.32788086,48.1796356201,4.74466662407,127.330003357,Mon
堤頂,往南,2016-06-06,21:00:00,3150.48730469,49.2632621765,3.48233327866,137.387335205,Mon
堤頂,往南,2016-06-06,22:00:00,2871.02539062,50.9059883118,2.90366666317,139.271998596,Mon
堤頂,往南,2016-06-06,23:00:00,1902.51693726,51.794392395,2.01566668749,164.537332153,Mon
堤頂,往南,2016-06-07,00:00:00,1008.0,52.4405845642,1.03733335733,186.12199707,Tue
堤頂,往南,2016-06-07,01:00:00,592.279663086,53.5575569153,0.591333335638,195.816339111,Tue
堤頂,往南,2016-06-07,02:00:00,346.423725128,53.4860351562,0.359333333373,197.939666748,Tue
堤頂,往南,2016-06-07,03:00:00,294.406780243,53.6813400269,0.305333328247,198.121670532,Tue
堤頂,往南,2016-06-07,04:00:00,232.355932236,51.6216842651,0.247000005841,199.106329346,Tue
堤頂,往南,2016-06-07,05:00:00,294.0847435,52.4686553955,0.3146666646,198.722332764,Tue
堤頂,往南,2016-06-07,06:00:00,454.449150085,51.862210083,0.47133333087,197.140335083,Tue
堤頂,往南,2016-06-07,07:00:00,1178.5,51.8409011841,1.08400002718,182.158999634,Tue
堤頂,往南,2016-06-07,08:00:00,3910.63195801,50.530921936,4.21866686344,123.786997986,Tue
堤頂,往南,2016-06-07,09:00:00,4428.18597412,49.1192893982,5.40999999046,112.245329285,Tue
堤頂,往南,2016-06-07,10:00:00,4363.88275146,47.2671985626,5.73599982262,116.686662292,Tue
堤頂,往南,2016-06-07,11:00:00,3981.60345459,48.6524169922,5.41400024891,118.210665894,Tue
堤頂,往南,2016-06-07,12:00:00,3938.06774902,48.1741119385,5.11733317375,121.820329285,Tue
堤頂,往南,2016-06-07,13:00:00,3538.16101074,47.7811820984,4.50266683102,128.078330994,Tue
堤頂,往南,2016-06-07,14:00:00,4172.5,49.2352104187,5.36100025177,114.708668518,Tue
堤頂,往南,2016-06-07,15:00:00,4394.66638184,47.7677581787,5.76733336449,111.361001587,Tue
堤頂,往南,2016-06-07,16:00:00,3533.98730469,47.007321167,5.08233346939,132.336003113,Tue
