道路,方向,日期,時間,當量總和,平均速度,平均佔有率,平均車間距,星期
民權,往東,2016-08-14,03:00:00,208.5,56.4858385722,0.385000005054,244.246663411,Sun
民權,往東,2016-08-14,04:00:00,190.0,59.0353240967,0.353333327298,245.891667684,Sun
民權,往東,2016-08-14,05:00:00,205.0,56.7356796265,0.396666680463,245.731664022,Sun
民權,往東,2016-08-14,06:00:00,290.0,55.4038098653,0.585000003067,239.183334351,Sun
民權,往東,2016-08-14,07:00:00,465.0,53.7771161397,1.00833334525,228.48500061,Sun
民權,往東,2016-08-14,08:00:00,623.5,51.545686086,1.40666662405,222.058339437,Sun
民權,往東,2016-08-14,09:00:00,1039.67241287,50.3917109172,2.33166669309,204.173334757,Sun
民權,往東,2016-08-14,10:00:00,1288.0,52.8424975077,2.84166672826,193.496663411,Sun
民權,往東,2016-08-14,11:00:00,1536.0,50.2741127014,3.57333338261,183.131663005,Sun
民權,往東,2016-08-14,12:00:00,1731.5,49.6072552999,4.07500012716,179.57333374,Sun
民權,往東,2016-08-14,13:00:00,1635.0,51.3512064616,3.59333324432,181.015001933,Sun
民權,往東,2016-08-14,14:00:00,1600.5,52.953095754,3.61666674415,177.371668498,Sun
民權,往東,2016-08-14,15:00:00,1658.0,54.5316480001,3.59833340844,176.31333669,Sun
民權,往東,2016-08-14,16:00:00,1618.0,54.0654042562,3.64499992132,179.933329264,Sun
民權,往東,2016-08-14,17:00:00,1720.5,52.4563179016,3.82666654388,175.255004883,Sun
民權,往東,2016-08-14,18:00:00,1829.06774902,52.1007436117,4.19666650395,171.288335164,Sun
民權,往東,2016-08-14,19:00:00,1807.0,52.2570063273,4.30000011126,172.916664124,Sun
民權,往東,2016-08-14,20:00:00,1523.06896973,50.664633433,3.77999991179,176.376665751,Sun
民權,往東,2016-08-14,21:00:00,1568.0,51.308854421,3.73166674376,176.299997965,Sun
民權,往東,2016-08-14,22:00:00,1558.5,50.3986790975,3.6083333989,180.011667887,Sun
民權,往東,2016-08-14,23:00:00,989.0,51.4008280436,2.23499996712,202.575002035,Sun
民權,往東,2016-08-15,00:00:00,653.0,51.5390294393,1.42500000695,215.779998779,Mon
民權,往東,2016-08-15,01:00:00,344.0,56.4102656047,0.659999981523,236.171661377,Mon
民權,往東,2016-08-15,02:00:00,224.5,56.6901283264,0.408333306201,243.726669312,Mon
民權,往東,2016-08-15,03:00:00,142.0,53.9981765747,0.276666674142,248.344996134,Mon
民權,往東,2016-08-15,04:00:00,103.5,51.0418891907,0.205000002868,249.700002035,Mon
民權,往東,2016-08-15,06:00:00,299.5,52.1572507222,0.548333317041,239.621663411,Mon
民權,往東,2016-08-15,07:00:00,734.5,48.8299916585,1.70000002782,214.591664632,Mon
民權,往東,2016-08-15,08:00:00,1254.0,48.5236994425,5.21166667839,172.464998881,Mon
民權,往東,2016-08-15,09:00:00,2391.28947449,50.0202039083,6.06333351135,166.686670939,Mon
民權,往東,2016-08-15,10:00:00,2390.11865234,49.331431071,6.26666659117,161.609995524,Mon
民權,往東,2016-08-15,11:00:00,2112.5,49.7104288737,5.62833325068,165.865005493,Mon
民權,往東,2016-08-15,12:00:00,2185.0,48.1077817281,5.43666648865,162.773335775,Mon
民權,往東,2016-08-15,13:00:00,1862.0,48.8352254232,4.65333342552,173.566663106,Mon
民權,往東,2016-08-15,14:00:00,1888.5,49.2208035787,4.59333324432,170.133333842,Mon
民權,往東,2016-08-15,15:00:00,2108.5,46.1634610494,5.73333334923,166.316665649,Mon
民權,往東,2016-08-15,16:00:00,2110.5,46.6685994466,5.46833346287,164.386665344,Mon
民權,往東,2016-08-15,17:00:00,2080.0,46.1220258077,5.54333325227,164.391662598,Mon
民權,往東,2016-08-15,18:00:00,2287.88977051,45.1046854655,6.22833337386,160.334999084,Mon
民權,往東,2016-08-15,19:00:00,2515.5,44.1498158773,7.17999966939,149.11500295,Mon
民權,往東,2016-08-15,20:00:00,2158.8793335,43.7029050191,6.50333336989,157.443328857,Mon
民權,往東,2016-08-15,21:00:00,1512.0,47.3623962402,3.82999975979,180.755004883,Mon
民權,往東,2016-08-15,22:00:00,1422.5,51.2829386393,3.36833340426,183.190002441,Mon
民權,往東,2016-08-15,23:00:00,1168.5,51.4839935303,2.72500006855,194.281661987,Mon
民權,往東,2016-08-16,00:00:00,649.0,54.0475374858,1.36333331217,215.959996541,Tue
民權,往東,2016-08-16,01:00:00,363.5,55.9595705668,0.630000002682,235.721669515,Tue
民權,往東,2016-08-16,02:00:00,215.0,54.9337209066,0.413333329683,243.786671956,Tue
民權,往東,2016-08-16,06:00:00,292.5,54.2043011983,0.566666658968,239.358332316,Tue
民權,往東,2016-08-16,07:00:00,736.5,46.12707901,1.73666668435,217.475001017,Tue
民權,往東,2016-08-16,08:00:00,1244.0,46.430334727,5.43000002702,171.101664225,Tue
民權,往東,2016-08-16,09:00:00,2486.5,48.1820246379,5.946666797,161.620000203,Tue
民權,往東,2016-08-16,10:00:00,2392.0,42.1085484823,7.04166622957,160.976664225,Tue
民權,往東,2016-08-16,11:00:00,2349.10522461,46.9642168681,6.22166625659,157.61000061,Tue
民權,往東,2016-08-16,12:00:00,2191.0,44.601137797,5.65333338579,165.556668599,Tue
民權,往東,2016-08-16,13:00:00,1885.72033691,42.6311035156,5.02000012994,172.296666463,Tue
民權,往東,2016-08-16,14:00:00,2032.0,45.131371816,5.46500019232,167.186670939,Tue
民權,往東,2016-08-16,15:00:00,2172.0,45.7430178324,6.3799999555,165.674995422,Tue
民權,往東,2016-08-16,16:00:00,2244.0,45.3092422485,6.90833342075,162.633336385,Tue
民權,往東,2016-08-16,17:00:00,2220.0,48.170647939,6.21166648467,162.306666056,Tue
民權,往東,2016-08-16,18:00:00,2553.82763672,47.4390563965,7.44833312432,151.33833313,Tue
民權,往東,2016-08-16,19:00:00,2514.37280273,48.5660616557,7.27499995629,145.611666361,Tue
民權,往東,2016-08-16,20:00:00,2077.93103027,46.1580937703,6.00166640679,162.741663615,Tue
民權,往東,2016-08-16,21:00:00,1679.5,47.4064928691,4.52833345532,173.626663208,Tue
民權,往東,2016-08-16,22:00:00,1491.0,48.8000513713,3.63666680455,183.688334147,Tue
民權,往東,2016-08-16,23:00:00,1043.0,49.0676460266,2.62166667481,198.743331909,Tue
民權,往東,2016-08-17,00:00:00,644.5,51.7824821472,1.39166664084,216.544998169,Wed
民權,往東,2016-08-17,01:00:00,425.0,51.7284495036,0.779999998709,231.891667684,Wed
民權,往東,2016-08-17,02:00:00,214.0,53.5017318726,0.401666668554,242.153330485,Wed
民權,往東,2016-08-17,03:00:00,131.0,56.9642613729,0.241666667784,247.520004272,Wed
民權,往東,2016-08-17,04:00:00,123.0,50.3844312032,0.254999999888,246.221669515,Wed
民權,往東,2016-08-17,05:00:00,145.5,54.8131904602,0.289999997864,247.175003052,Wed
民權,往東,2016-08-17,06:00:00,286.0,53.6962471008,0.524999983609,238.421666463,Wed
民權,往東,2016-08-17,07:00:00,789.0,46.4661267598,1.71833331386,212.616668701,Wed
民權,往東,2016-08-17,08:00:00,1218.5,46.4116834005,5.23166674376,175.841659546,Wed
民權,往東,2016-08-17,09:00:00,2777.24139404,32.4051278432,6.58333323399,159.080001831,Wed
民權,往東,2016-08-17,10:00:00,2302.5,46.592927297,5.92333326737,162.90166982,Wed
民權,往東,2016-08-17,11:00:00,2220.5,44.2016499837,5.83833324909,162.896662394,Wed
民權,往東,2016-08-17,12:00:00,2122.5,45.6116371155,5.28166683515,168.245002747,Wed
民權,往東,2016-08-17,13:00:00,1827.5,48.1429303487,4.59499996901,174.071665446,Wed
民權,往東,2016-08-17,14:00:00,1980.0,48.938805898,5.35166668892,170.628336589,Wed
民權,往東,2016-08-17,15:00:00,2019.0,50.1190172831,5.09499986966,172.556663513,Wed
民權,往東,2016-08-17,16:00:00,2148.0,50.4599634806,5.6766667068,162.921666463,Wed
民權,往東,2016-08-17,17:00:00,2137.5,49.3513514201,5.56833338737,162.893335978,Wed
民權,往東,2016-08-17,18:00:00,2548.0,46.5677846273,7.89166670044,150.434997559,Wed
民權,往東,2016-08-17,19:00:00,2528.0,47.536781311,7.60166690747,148.098335266,Wed
民權,往東,2016-08-17,20:00:00,2003.36206055,47.0794525146,5.86666664481,166.141662598,Wed
民權,往東,2016-08-17,21:00:00,1600.0,48.6992810567,4.19666671753,175.844996134,Wed
民權,往東,2016-08-17,22:00:00,1326.5,49.2500762939,3.30333323777,186.98500061,Wed
民權,往東,2016-08-17,23:00:00,1120.5,49.2127583822,2.65500006701,195.925003052,Wed
民權,往東,2016-08-18,00:00:00,650.0,50.7924245199,1.47500004371,216.961669922,Thu
民權,往東,2016-08-18,01:00:00,403.5,52.2788530986,0.828333344311,231.75,Thu
民權,往東,2016-08-18,06:00:00,277.5,53.3771883647,0.536666659017,239.924997965,Thu
民權,往東,2016-08-18,07:00:00,708.5,46.6503702799,1.62833329042,217.023330688,Thu
民權,往東,2016-08-18,08:00:00,1258.5,47.7392323812,5.28499987721,172.103337606,Thu
民權,往東,2016-08-18,09:00:00,2637.21186066,50.2962811788,6.7666665713,160.349998474,Thu
民權,往東,2016-08-18,10:00:00,2263.56896973,46.491809845,6.36833314101,159.940002441,Thu
民權,往東,2016-08-18,11:00:00,2152.0,46.1499697367,5.72499974569,161.756668091,Thu
民權,往東,2016-08-18,12:00:00,2089.5,46.0194829305,5.18333329757,166.304997762,Thu
民權,往東,2016-08-18,13:00:00,1989.5,46.1576182048,5.00166656574,168.311670939,Thu
民權,往東,2016-08-18,14:00:00,1873.0,46.0832481384,4.82833334804,168.891662598,Thu
民權,往東,2016-08-18,15:00:00,2313.5,47.5886395772,6.23666695754,159.31833903,Thu
民權,往東,2016-08-18,16:00:00,2211.0,46.7974802653,6.16333329678,161.015001933,Thu
民權,往東,2016-08-18,17:00:00,2104.0,46.7600097656,5.37499987086,163.348337809,Thu
民權,往東,2016-08-18,18:00:00,2545.72412109,45.9379590352,6.99333322048,151.326665243,Thu
民權,往東,2016-08-18,19:00:00,2478.5,46.0897916158,7.05333316326,151.064997355,Thu
民權,往東,2016-08-18,20:00:00,2124.10345459,45.9270909627,6.31666686634,159.139996847,Thu
民權,往東,2016-08-18,21:00:00,1662.5,48.771794637,4.33499996861,174.153325399,Thu
民權,往東,2016-08-18,22:00:00,1455.0,47.221060435,3.58000011494,182.483337402,Thu
民權,往東,2016-08-18,23:00:00,1138.5,49.4684257507,2.84833337118,194.158330282,Thu
民權,往東,2016-08-19,00:00:00,664.0,48.6863212585,1.39000003009,217.601669312,Fri
民權,往東,2016-08-19,01:00:00,391.5,53.263256073,0.764999980728,232.994995117,Fri
民權,往東,2016-08-19,02:00:00,229.5,53.2314694722,0.428333348284,242.401662191,Fri
民權,往東,2016-08-19,03:00:00,171.0,51.0255851746,0.316666662072,245.658335368,Fri
民權,往東,2016-08-19,05:00:00,119.0,50.2440579732,0.243333332861,248.781667074,Fri
民權,往東,2016-08-19,06:00:00,304.5,49.6788902283,0.610000001887,238.283335368,Fri
民權,往東,2016-08-19,07:00:00,726.5,45.6851189931,1.7249999692,214.595001221,Fri
民權,往東,2016-08-19,08:00:00,1214.5,47.0307439168,5.06000000238,170.633333842,Fri
民權,往東,2016-08-19,09:00:00,2410.0,47.3057772319,6.02166678508,164.363337199,Fri
民權,往東,2016-08-19,10:00:00,2403.60168457,47.9561716715,6.22499994437,158.261667887,Fri
民權,往東,2016-08-19,11:00:00,2285.5,43.3683458964,6.46166662375,158.598332723,Fri
民權,往東,2016-08-19,12:00:00,2260.0,47.461856842,5.76833327611,162.536664327,Fri
民權,往東,2016-08-19,13:00:00,1943.5,48.4224357605,4.79333324234,170.083333333,Fri
民權,往東,2016-08-19,14:00:00,1888.0,48.0603434245,5.05500008663,172.280003866,Fri
民權,往東,2016-08-19,15:00:00,2106.5,47.5665245056,5.52333337069,162.711664836,Fri
民權,往東,2016-08-19,16:00:00,2326.5,45.4616572062,6.27666682005,159.306668599,Fri
民權,往東,2016-08-19,17:00:00,2354.0,45.8354962667,6.32666665316,157.92666626,Fri
民權,往東,2016-08-19,18:00:00,2686.07617188,43.0617154439,7.86333312591,146.428332011,Fri
民權,往東,2016-08-19,19:00:00,2658.0,41.2267570496,7.60499984026,147.133331299,Fri
民權,往東,2016-08-19,20:00:00,2280.63793945,42.9184684753,6.5216666162,160.649998983,Fri
民權,往東,2016-08-19,21:00:00,1740.5,46.6226882935,4.35666672389,170.608332316,Fri
民權,往東,2016-08-19,22:00:00,1587.0,48.5817832947,3.69999996821,176.181666056,Fri
民權,往東,2016-08-19,23:00:00,1258.5,48.89381663,2.88166663547,189.786671956,Fri
民權,往東,2016-08-20,00:00:00,775.5,49.5192133586,1.61500006417,210.131663005,Sat
民權,往東,2016-08-20,01:00:00,506.0,56.8468551636,0.905000018577,225.651667277,Sat
民權,往東,2016-08-20,02:00:00,349.0,51.2065289815,0.620000027741,233.64666748,Sat
民權,往東,2016-08-20,03:00:00,258.5,54.5189348857,0.464999999851,240.071665446,Sat
民權,往東,2016-08-20,04:00:00,200.0,55.9707578023,0.341666656236,243.569997152,Sat
民權,往東,2016-08-20,05:00:00,213.0,51.1995925903,0.385000005054,243.769999186,Sat
民權,往東,2016-08-20,06:00:00,316.0,52.9877052307,0.595000016193,237.425003052,Sat
民權,往東,2016-08-20,07:00:00,531.0,51.9885101318,1.07000002886,224.653335571,Sat
民權,往東,2016-08-20,08:00:00,912.5,48.2741546631,2.07500004768,207.606669108,Sat
民權,往東,2016-08-20,09:00:00,1359.5,51.3147989909,3.11999993523,190.961669922,Sat
民權,往東,2016-08-20,10:00:00,1760.05172729,52.0908610026,3.91833319267,175.963338216,Sat
民權,往東,2016-08-20,11:00:00,1989.5,48.7626126607,4.46833323439,167.786664327,Sat
民權,往東,2016-08-20,12:00:00,2166.0,53.2868919373,4.94833340247,163.161669413,Sat
民權,往東,2016-08-20,13:00:00,1979.0,51.7246195475,4.50666677952,168.194997152,Sat
民權,往東,2016-08-20,14:00:00,1915.0,49.882106781,4.32333315412,173.041666667,Sat
民權,往東,2016-08-20,15:00:00,1939.5,51.1139030457,4.35999994477,167.363332113,Sat
民權,往東,2016-08-20,16:00:00,1842.5,50.9534454346,4.35333333413,172.365000407,Sat
民權,往東,2016-08-20,17:00:00,1874.0,50.3980573018,4.38499997556,171.919998169,Sat
民權,往東,2016-08-20,18:00:00,2162.13793945,48.5265439351,5.11166677872,165.636667887,Sat
民權,往東,2016-08-20,19:00:00,1925.5,49.2297312419,4.56333338718,172.374997457,Sat
民權,往東,2016-08-20,20:00:00,1559.72412109,48.4197171529,3.7233333687,177.22833252,Sat
民權,往東,2016-08-20,21:00:00,1482.5,48.4348106384,3.50833322604,181.51499939,Sat
民權,往東,2016-08-20,22:00:00,1420.5,51.4968439738,3.31666663537,182.185002645,Sat
民權,往東,2016-08-20,23:00:00,1161.5,51.5428314209,2.59166665375,190.571665446,Sat
民權,往東,2016-08-21,00:00:00,776.5,52.2259546916,1.58833338817,208.193333944,Sun
民權,往東,2016-08-21,01:00:00,470.0,56.6435864766,0.856666688807,227.836664836,Sun
民權,往東,2016-08-21,02:00:00,295.0,56.4452883403,0.548333338151,236.41166687,Sun
民權,往東,2016-08-21,03:00:00,218.0,56.5893961589,0.378333336363,241.533335368,Sun
民權,往東,2016-08-21,04:00:00,167.5,54.206141154,0.318333330875,242.71333313,Sun
民權,往東,2016-08-21,05:00:00,196.5,57.2776082357,0.346666658608,245.789998372,Sun
民權,往東,2016-08-21,06:00:00,313.0,55.413734436,0.563333328813,238.458333333,Sun
民權,往東,2016-08-21,07:00:00,508.0,51.5470428467,1.14166669051,227.056666056,Sun
民權,往東,2016-08-21,08:00:00,666.5,50.6906611125,1.49999995033,217.108337402,Sun
民權,往東,2016-08-21,09:00:00,1137.5,52.5151201884,2.47166680048,199.171666463,Sun
民權,往東,2016-08-21,10:00:00,1311.37288094,51.568572998,2.84499996901,194.503331502,Sun
民權,往東,2016-08-21,11:00:00,1544.5,49.0701382955,3.54333321253,184.706667582,Sun
民權,往東,2016-08-21,12:00:00,1730.5,52.0243403117,3.86999987562,179.01499939,Sun
民權,往東,2016-08-21,13:00:00,1613.0,48.3572502136,3.74999996026,182.793334961,Sun
民權,往東,2016-08-21,14:00:00,1635.0,52.7594490051,3.66666658223,180.070002238,Sun
民權,往東,2016-08-21,15:00:00,1663.0,53.7534879049,3.76499995589,179.628336589,Sun
民權,往東,2016-08-21,16:00:00,1765.5,51.7416152954,4.13333348433,175.048334757,Sun
民權,往東,2016-08-21,17:00:00,1790.5,50.595258077,4.18166677157,166.920003255,Sun
民權,往東,2016-08-21,18:00:00,1953.56774902,49.2945365906,4.50166674455,164.566670736,Sun
民權,往東,2016-08-21,19:00:00,1865.5,49.6752840678,4.40000011524,165.131670634,Sun
民權,往東,2016-08-21,20:00:00,1537.03387451,47.6690216064,3.65999994675,179.743326823,Sun
民權,往東,2016-08-21,21:00:00,1504.86437988,47.602083842,3.5050000002,179.370000203,Sun
民權,往東,2016-08-21,22:00:00,1555.0,47.8987159729,3.44333341718,176.924997965,Sun
民權,往東,2016-08-21,23:00:00,1047.0,50.2667770386,2.34999996424,199.366668701,Sun
民權,往東,2016-08-22,00:00:00,638.0,51.9504903158,1.31500006964,217.578338623,Mon
民權,往東,2016-08-22,01:00:00,344.5,52.9841829936,0.665000007798,237.558329264,Mon
民權,往東,2016-08-22,02:00:00,191.0,46.4032173157,0.378333337605,243.571665446,Mon
民權,往東,2016-08-22,04:00:00,89.0,51.4000002543,0.195000000919,247.698328654,Mon
民權,往東,2016-08-22,06:00:00,286.5,53.2391967773,0.520000007004,239.621668498,Mon
民權,往東,2016-08-22,07:00:00,716.5,48.2430712382,1.63999993602,215.128336589,Mon
民權,往東,2016-08-22,08:00:00,1204.0,48.4060223897,4.89666666587,173.439997355,Mon
民權,往東,2016-08-22,09:00:00,2558.91525269,47.6528422038,6.69500025113,163.753334045,Mon
民權,往東,2016-08-22,10:00:00,2341.1355896,43.6701634725,6.24833349387,159.219996134,Mon
民權,往東,2016-08-22,11:00:00,2110.5,43.9090156555,5.39666660627,167.07333374,Mon
民權,往東,2016-08-22,12:00:00,2033.5,43.4438311259,5.38666665554,166.596666972,Mon
民權,往東,2016-08-22,13:00:00,1734.5,47.9375623067,4.10666662455,174.028325399,Mon
民權,往東,2016-08-22,14:00:00,1775.0,50.0314928691,4.26166653633,177.129997253,Mon
民權,往東,2016-08-22,15:00:00,2082.0,49.7218093872,5.25500019391,162.699996948,Mon
民權,往東,2016-08-22,16:00:00,2182.0,48.8087259928,5.62000020345,161.010002136,Mon
民權,往東,2016-08-22,17:00:00,2210.5,46.5130526225,5.96333329876,162.400004069,Mon
民權,往東,2016-08-22,18:00:00,2511.78564453,45.0162366231,7.35166637103,153.748334249,Mon
民權,往東,2016-08-22,19:00:00,2533.0,45.6142514547,6.93666658799,147.801671346,Mon
民權,往東,2016-08-22,20:00:00,1998.5,46.378692627,5.4250001212,162.621665955,Mon
民權,往東,2016-08-22,21:00:00,1604.76153755,46.6713320414,4.21999987463,177.995000203,Mon
民權,往東,2016-08-22,22:00:00,1491.0,51.344069163,3.37166684369,181.691665649,Mon
民權,往東,2016-08-22,23:00:00,1053.0,50.5074221293,2.60499995202,196.03666687,Mon
民權,往東,2016-08-23,00:00:00,634.21054554,53.9363950094,1.40999997904,215.253336589,Tue
民權,往東,2016-08-23,01:00:00,369.0,56.3931973775,0.705000014355,234.403330485,Tue
民權,往東,2016-08-23,02:00:00,191.5,56.4944330851,0.354999992376,244.606669108,Tue
民權,往東,2016-08-23,04:00:00,96.5,55.4370231628,0.186666670566,247.273330688,Tue
民權,往東,2016-08-23,05:00:00,126.0,57.3151931763,0.246666677917,246.936670939,Tue
民權,往東,2016-08-23,06:00:00,285.0,54.9914258321,0.546666670591,238.921666463,Tue
民權,往東,2016-08-23,07:00:00,782.5,49.9327812195,1.69166656087,213.705001831,Tue
民權,往東,2016-08-23,08:00:00,1175.5,47.719938914,5.20500002305,171.965001424,Tue
民權,往東,2016-08-23,09:00:00,2651.5,46.4863115946,6.82666661342,161.675000509,Tue
民權,往東,2016-08-23,10:00:00,2448.13793182,48.1201998393,6.59999962648,158.515004476,Tue
民權,往東,2016-08-23,11:00:00,2194.0,44.375734965,6.18999999762,164.51499939,Tue
民權,往東,2016-08-23,12:00:00,2097.05932617,43.1608899434,5.71000018716,166.156667074,Tue
民權,往東,2016-08-23,13:00:00,1874.5,45.0268185933,4.6933333079,174.729995728,Tue
民權,往東,2016-08-23,14:00:00,1823.5,47.2622388204,4.75333331029,173.21833547,Tue
民權,往東,2016-08-23,15:00:00,1975.17847443,48.786219279,5.11166677872,166.718332926,Tue
民權,往東,2016-08-23,16:00:00,1991.5,47.6990394592,5.1233334144,165.498336792,Tue
民權,往東,2016-08-23,17:00:00,2104.0,47.8961677551,5.25666641196,162.589998881,Tue
民權,往東,2016-08-23,18:00:00,2744.31030273,45.4777272542,6.73333344857,154.263336182,Tue
民權,往東,2016-08-23,19:00:00,2445.0,45.5444018046,6.60166692237,147.483332316,Tue
民權,往東,2016-08-23,20:00:00,2087.0,44.7062161764,6.08166691661,160.356669108,Tue
民權,往東,2016-08-23,21:00:00,1568.94830322,46.4322052002,4.03499991198,176.114995321,Tue
民權,往東,2016-08-23,22:00:00,1357.5,47.3274497986,3.36000005901,185.726669312,Tue
民權,往東,2016-08-23,23:00:00,1025.0,48.6250864665,2.30833325783,197.559997559,Tue
民權,往東,2016-08-24,00:00:00,665.0,48.9993921916,1.4683333269,216.25,Wed
民權,往東,2016-08-24,01:00:00,400.5,51.8044166565,0.780000015783,231.476669312,Wed
民權,往東,2016-08-24,02:00:00,213.5,52.1065444946,0.433333320543,242.91166687,Wed
民權,往東,2016-08-24,03:00:00,136.5,52.6286722819,0.286666664605,244.883331299,Wed
民權,往東,2016-08-24,06:00:00,269.5,51.3882726034,0.496666672329,241.011667887,Wed
民權,往東,2016-08-24,07:00:00,703.5,47.491675059,1.63500002027,216.134999593,Wed
民權,往東,2016-08-24,08:00:00,1258.0,46.910987854,5.24166663488,170.548334757,Wed
民權,往東,2016-08-24,09:00:00,2553.5,50.5991338094,6.19333340724,162.554997762,Wed
民權,往東,2016-08-24,10:00:00,2298.0,48.8816515605,5.95666662852,160.53666687,Wed
民權,往東,2016-08-24,11:00:00,2193.49145508,46.057211558,5.94166664282,163.803334554,Wed
民權,往東,2016-08-24,12:00:00,2163.33898163,44.3331413269,6.06499997775,167.365000407,Wed
民權,往東,2016-08-24,13:00:00,1827.0,46.9052391052,4.68666662772,173.568336487,Wed
民權,往東,2016-08-24,14:00:00,1841.0,49.1683489482,4.26999992132,174.700004578,Wed
民權,往東,2016-08-24,15:00:00,2065.5,49.0146764119,5.03499996662,165.166666667,Wed
民權,往東,2016-08-24,16:00:00,2127.5,46.4556248983,5.72166641553,164.239997864,Wed
民權,往東,2016-08-24,17:00:00,2128.0,46.1324628194,5.71166670322,164.38999939,Wed
民權,往東,2016-08-24,18:00:00,2403.22021484,45.3785985311,6.78166671594,155.981666565,Wed
民權,往東,2016-08-24,19:00:00,2495.0,44.6745910645,7.30666657289,150.378336589,Wed
民權,往東,2016-08-24,20:00:00,2092.5,46.5298144023,5.50999984145,159.719998678,Wed
民權,往東,2016-08-24,21:00:00,1669.93103027,47.3362503052,4.39499997099,175.719996134,Wed
民權,往東,2016-08-24,22:00:00,1476.0,48.7485160828,3.53166659673,182.298329671,Wed
民權,往東,2016-08-24,23:00:00,1048.5,49.7748463949,2.37166671952,200.56833903,Wed
民權,往東,2016-08-25,00:00:00,626.0,51.8416976929,1.30833336463,217.321665446,Thu
民權,往東,2016-08-25,01:00:00,363.5,54.1603800456,0.754999967913,235.178334554,Thu
民權,往東,2016-08-25,02:00:00,245.5,54.1827557882,0.47166666016,242.139994303,Thu
民權,往東,2016-08-25,03:00:00,131.5,53.5729929606,0.266666663811,248.793329875,Thu
民權,往東,2016-08-25,05:00:00,145.0,55.0212516785,0.283333336003,246.618331909,Thu
民權,往東,2016-08-25,06:00:00,263.0,53.2079073588,0.521666652213,239.44833374,Thu
民權,往東,2016-08-25,07:00:00,708.5,46.7118988037,1.66166668634,216.528330485,Thu
民權,往東,2016-08-25,08:00:00,1239.5,46.6098365784,5.42833334208,173.353337606,Thu
民權,往東,2016-08-25,09:00:00,2431.0,48.3161671956,6.18333308895,165.286664327,Thu
民權,往東,2016-08-25,10:00:00,2371.7033844,49.9166755676,6.21666647991,161.611668905,Thu
民權,往東,2016-08-25,11:00:00,2227.0,48.6539751689,6.29333341122,164.528335571,Thu
民權,往東,2016-08-25,12:00:00,2075.0,46.7950973511,5.52666668097,171.263331095,Thu
民權,往東,2016-08-25,13:00:00,1890.5,46.7676722209,4.84499991934,172.668329875,Thu
民權,往東,2016-08-25,14:00:00,1904.5,47.6158383687,4.83999981483,171.528330485,Thu
民權,往東,2016-08-25,15:00:00,2041.5,49.0886128743,5.16500000159,167.715001424,Thu
民權,往東,2016-08-25,16:00:00,2152.0,46.7306137085,5.67166649302,166.123331706,Thu
民權,往東,2016-08-25,17:00:00,2107.5,45.0159568787,5.46833328406,161.326665243,Thu
民權,往東,2016-08-25,18:00:00,2352.70336914,45.9231910706,6.54000021021,155.055000305,Thu
民權,往東,2016-08-25,19:00:00,2403.0,44.9447224935,6.60833317538,152.471666972,Thu
民權,往東,2016-08-25,20:00:00,1964.0,47.0852381388,5.64666678508,164.126663208,Thu
民權,往東,2016-08-25,21:00:00,1606.96557617,47.8115552266,4.41499993205,174.094996134,Thu
民權,往東,2016-08-25,22:00:00,1428.5,48.1756057739,3.60333336393,182.155003866,Thu
民權,往東,2016-08-25,23:00:00,1039.5,49.1158370972,2.38999998321,199.313334147,Thu
民權,往東,2016-08-26,00:00:00,615.0,50.3576215108,1.36833335087,218.278330485,Fri
民權,往東,2016-08-26,01:00:00,380.5,53.5708058675,0.731666671733,233.423339844,Fri
民權,往東,2016-08-26,02:00:00,213.5,52.2414499919,0.403333339219,242.651672363,Fri
民權,往東,2016-08-26,04:00:00,121.0,53.0827776591,0.24999999317,247.808329264,Fri
民權,往東,2016-08-26,05:00:00,154.5,53.5634358724,0.286666659017,243.134999593,Fri
民權,往東,2016-08-26,06:00:00,291.5,52.8617909749,0.533333322654,239.841669718,Fri
民權,往東,2016-08-26,07:00:00,745.5,47.8153419495,1.68166665733,216.664998372,Fri
民權,往東,2016-08-26,08:00:00,1186.5,47.5514882406,5.21666674813,175.974998474,Fri
民權,往東,2016-08-26,09:00:00,2338.0,47.4294891357,6.02666658163,168.643330892,Fri
民權,往東,2016-08-26,10:00:00,2425.19491577,45.2741317749,6.8350002865,161.258331299,Fri
民權,往東,2016-08-26,11:00:00,2513.0,31.9329814911,6.49499984582,163.193333944,Fri
民權,往東,2016-08-26,12:00:00,2222.5,43.1357650757,6.39499966304,163.586667379,Fri
民權,往東,2016-08-26,13:00:00,1971.0,47.9519627889,5.16499983271,168.461664836,Fri
民權,往東,2016-08-26,14:00:00,1931.5,48.9451370239,4.75666675965,166.941665649,Fri
民權,往東,2016-08-26,15:00:00,2172.0,50.8854548136,5.56333339214,165.220001221,Fri
民權,往東,2016-08-26,16:00:00,2253.0,49.736067454,5.92333302895,160.086669922,Fri
民權,往東,2016-08-26,17:00:00,2406.0,48.7291132609,6.10333349307,157.218332926,Fri
民權,往東,2016-08-26,18:00:00,2496.16430664,48.3239822388,6.45999991894,155.15166982,Fri
民權,往東,2016-08-26,19:00:00,2737.5,47.5664812724,8.31333317359,148.101669312,Fri
民權,往東,2016-08-26,20:00:00,2234.5,47.8903503418,6.20833343267,159.464998881,Fri
民權,往東,2016-08-26,21:00:00,1730.81036377,49.3596102397,4.52833338082,172.671666463,Fri
