方向,日期,時間,當量總和,平均速度,平均佔有率,平均車間距,星期
往東,2016-04-03,08:00:00,804.0,54.1325887044,1.69000000755,212.631663005,Sun
往東,2016-04-03,09:00:00,1156.0,55.0103619893,2.4416667521,194.788335164,Sun
往東,2016-04-03,10:00:00,1741.5,53.3824729919,3.5850000754,171.230000814,Sun
往東,2016-04-03,11:00:00,2017.5,51.2922172546,4.39166674515,161.383333842,Sun
往東,2016-04-03,12:00:00,2124.34482765,52.7767702738,4.51166684429,158.350001017,Sun
往東,2016-04-03,13:00:00,1879.29656982,52.8349138896,4.02333343029,165.763336182,Sun
往東,2016-04-03,14:00:00,1845.5,53.7559216817,3.9966665705,159.92666626,Sun
往東,2016-04-03,15:00:00,2021.0,55.0042686462,4.21333327641,157.936665853,Sun
往東,2016-04-03,16:00:00,2002.5,55.0843798319,4.73999985059,163.169998169,Sun
往東,2016-04-03,17:00:00,1842.50842285,56.7134399414,3.92500010878,167.553334554,Sun
往東,2016-04-03,18:00:00,1927.5,56.9572931925,4.08666661382,164.161664327,Sun
往東,2016-04-03,19:00:00,1748.01692677,54.5209401449,3.91000002623,166.336667379,Sun
往東,2016-04-03,20:00:00,1462.5,56.5724919637,3.24166663488,176.285003662,Sun
往東,2016-04-03,21:00:00,1407.0,55.7267163595,3.10333342354,177.116663615,Sun
往東,2016-04-03,22:00:00,1355.5,55.098932902,2.87666665514,182.373331706,Sun
往東,2016-04-03,23:00:00,1142.0,55.8466339111,2.33166668812,192.053329468,Sun
往東,2016-04-04,00:00:00,686.5,57.4512863159,1.28833330609,215.619995117,Mon
往東,2016-04-04,01:00:00,433.5,57.2286389669,0.750000004657,232.538330078,Mon
往東,2016-04-04,02:00:00,254.5,57.1253293355,0.471666676924,245.620000203,Mon
往東,2016-04-04,04:00:00,143.0,55.1621615092,0.296666666555,248.953333537,Mon
往東,2016-04-04,06:00:00,318.0,55.8561274211,0.563333315775,239.626668294,Mon
往東,2016-04-04,07:00:00,535.0,57.6388448079,1.07166670263,226.14666748,Mon
往東,2016-04-04,08:00:00,632.5,54.2081654867,2.16666673124,206.584996541,Mon
往東,2016-04-04,09:00:00,969.5,55.4451255798,2.02499999354,201.991663615,Mon
往東,2016-04-04,10:00:00,1360.0,55.298643748,2.86499999464,182.324996948,Mon
往東,2016-04-04,11:00:00,1689.5,55.4345283508,3.44666671256,172.349998474,Mon
往東,2016-04-04,12:00:00,1889.0,55.7556266785,3.70499992371,164.289998372,Mon
往東,2016-04-04,13:00:00,1689.78808594,57.4437065125,3.65333342304,171.121668498,Mon
往東,2016-04-04,14:00:00,1749.0,56.622127533,3.67500017832,169.043332418,Mon
往東,2016-04-04,15:00:00,2067.5,53.74766922,4.49333342413,162.043334961,Mon
往東,2016-04-04,16:00:00,1963.0,55.4359397888,4.15333339075,162.039995829,Mon
往東,2016-04-04,17:00:00,1945.10168457,52.5381393433,4.2650000155,161.966667175,Mon
往東,2016-04-04,18:00:00,2083.0,55.5366427104,4.84333349268,158.416666667,Mon
往東,2016-04-04,19:00:00,1840.17796612,55.6056772868,4.17999989043,164.479998271,Mon
往東,2016-04-04,20:00:00,1655.0,56.9942423503,3.50000003229,167.226669312,Mon
往東,2016-04-04,21:00:00,1575.5,56.2971979777,3.28333329409,172.741666158,Mon
往東,2016-04-04,22:00:00,1518.0,56.6988512675,3.04333324234,175.459999084,Mon
往東,2016-04-04,23:00:00,1199.5,57.2990773519,2.1616666913,188.399998983,Mon
往東,2016-04-05,00:00:00,749.5,57.6274960836,1.30999998562,210.208333333,Tue
往東,2016-04-05,01:00:00,504.0,58.8590405782,0.913333302985,227.725001017,Tue
往東,2016-04-05,02:00:00,350.5,56.8579228719,0.581666671361,237.556666056,Tue
往東,2016-04-05,03:00:00,252.0,61.6321016947,0.451666660607,246.033335368,Tue
往東,2016-04-05,04:00:00,172.5,60.1487782796,0.341666661824,248.123336792,Tue
往東,2016-04-05,06:00:00,265.5,58.3829040527,0.476666658496,242.631668091,Tue
往東,2016-04-05,07:00:00,538.0,56.3419532776,1.1083333691,224.158335368,Tue
往東,2016-04-05,08:00:00,614.5,53.7792638143,2.0500000411,207.689997355,Tue
往東,2016-04-05,09:00:00,1190.0,52.9191131592,2.5466666619,194.736668905,Tue
往東,2016-04-05,10:00:00,1647.5,54.4584248861,3.40999989708,176.695002238,Tue
往東,2016-04-05,11:00:00,1976.5,54.4908574422,4.23166656991,162.128334045,Tue
往東,2016-04-05,12:00:00,2197.5,54.5350240072,4.79833338658,156.083333333,Tue
往東,2016-04-05,13:00:00,2072.5847168,54.6815617879,4.37166679899,158.914995829,Tue
往東,2016-04-05,14:00:00,2246.0,54.8375765483,4.71666662892,154.841664632,Tue
往東,2016-04-05,15:00:00,3497.5,55.0050532023,5.18666686614,148.456662496,Tue
往東,2016-04-05,16:00:00,4351.67236328,56.8047866821,4.9166666915,146.663335164,Tue
往東,2016-04-05,17:00:00,4301.62695312,56.3535474141,4.85166657964,149.470001221,Tue
往東,2016-04-05,18:00:00,4251.5,55.7033131917,5.16166674097,150.513331095,Tue
往東,2016-04-05,19:00:00,4201.35593224,55.2451680501,4.84833320479,155.180000305,Tue
往東,2016-04-05,20:00:00,4085.0,55.776087443,3.95500006278,165.641667684,Tue
往東,2016-04-05,21:00:00,4125.0,56.5852203369,3.84166667859,163.394999186,Tue
往東,2016-04-05,22:00:00,4057.0,57.9714698792,3.09666653971,175.483337402,Tue
往東,2016-04-05,23:00:00,3860.90673828,58.924592336,2.1349999706,191.219996134,Tue
往東,2016-04-06,00:00:00,3538.0,59.3502693176,1.27833328272,216.841664632,Wed
往東,2016-04-06,06:00:00,295.0,57.8450406392,0.553333311652,240.673329671,Wed
往東,2016-04-06,07:00:00,526.499967575,55.2591768901,1.22833334655,219.033335368,Wed
往東,2016-04-06,10:00:00,2727.0,53.392993927,6.48666652044,145.379999797,Wed
往東,2016-04-06,11:00:00,2498.0,48.7486750285,6.18999973933,146.619995117,Wed
往東,2016-04-06,12:00:00,2343.5,51.1405118306,6.71000007788,147.068333944,Wed
往東,2016-04-06,13:00:00,2112.0423584,51.9552090963,5.01166657607,154.78666687,Wed
往東,2016-04-06,14:00:00,2044.5,54.8555132548,4.79499991735,157.231664022,Wed
往東,2016-04-06,15:00:00,2531.5,51.5161616007,6.09166667859,141.459996541,Wed
往東,2016-04-06,16:00:00,2343.5,49.519522349,5.00000025829,146.443331401,Wed
往東,2016-04-06,17:00:00,2456.77587891,48.5042241414,6.73999993006,140.913330078,Wed
往東,2016-04-06,18:00:00,2937.0,47.4059740702,7.29833342632,133.701667786,Wed
往東,2016-04-06,19:00:00,2889.05172348,47.0443827311,7.51833351453,130.535001119,Wed
往東,2016-04-06,20:00:00,2656.0,48.4008979797,7.17333338658,135.873334249,Wed
往東,2016-04-06,21:00:00,2034.5,48.624303182,5.29166660706,153.286669413,Wed
往東,2016-04-06,22:00:00,1807.5,54.0521507263,3.91833331933,164.111666361,Wed
往東,2016-04-06,23:00:00,1275.5,53.6177368164,2.8133334294,185.116663615,Wed
往東,2016-04-07,00:00:00,665.5,53.8035227458,1.32333334908,213.906661987,Thu
往東,2016-04-07,01:00:00,491.0,55.0685971578,0.821666684002,228.091669718,Thu
往東,2016-04-07,02:00:00,243.5,56.1994692485,0.463333334774,244.460001628,Thu
往東,2016-04-07,05:00:00,161.0,55.807510376,0.33666668646,247.269999186,Thu
往東,2016-04-07,06:00:00,319.5,59.1885274251,0.576666656261,236.634999593,Thu
往東,2016-04-07,07:00:00,964.0,52.9051742554,2.19999998808,205.778335571,Thu
往東,2016-04-07,08:00:00,1753.5,54.1932512919,6.20666671793,145.901667277,Thu
往東,2016-04-07,09:00:00,2786.0,51.5430183411,7.17333334684,139.888333639,Thu
往東,2016-04-07,10:00:00,2551.5,50.5600191752,6.10500019789,148.141665141,Thu
往東,2016-04-07,11:00:00,2522.0,51.0325660706,6.12000012398,147.943336487,Thu
往東,2016-04-07,12:00:00,2362.5,47.9441108704,5.67333307862,155.106669108,Thu
往東,2016-04-07,13:00:00,2189.71191406,48.2305119832,5.11833333472,155.786664327,Thu
往東,2016-04-07,14:00:00,2131.0,51.3300959269,5.1366666158,160.023333232,Thu
往東,2016-04-07,15:00:00,2233.5,51.2953783671,5.24833321571,155.569997152,Thu
往東,2016-04-07,16:00:00,2556.95654297,50.4346071879,6.2383334438,142.055000305,Thu
往東,2016-04-07,17:00:00,2615.80505371,48.1436246236,6.7366665403,138.070002238,Thu
往東,2016-04-07,18:00:00,3046.0,49.1094106038,7.82166684667,129.93666331,Thu
往東,2016-04-07,19:00:00,3796.5677948,49.727113088,8.15999959409,128.296666463,Thu
往東,2016-04-07,20:00:00,3464.0,52.2433789571,6.03833339612,139.149998983,Thu
往東,2016-04-07,21:00:00,3138.5,52.1536089579,4.84666664402,159.559997559,Thu
往東,2016-04-07,22:00:00,3110.0,53.7102470398,3.89333357414,162.91166687,Thu
往東,2016-04-07,23:00:00,2963.51708984,55.3272984823,3.01166648914,179.008331299,Thu
往東,2016-04-08,00:00:00,2512.0,58.6989529928,1.4783334136,209.214996338,Fri
往東,2016-04-08,01:00:00,2328.0,61.0712534587,0.780000002434,231.303329468,Fri
往東,2016-04-08,02:00:00,2222.5,61.1631584167,0.484999997541,242.67666626,Fri
往東,2016-04-08,04:00:00,2166.0,62.4803187052,0.308333340411,248.953333537,Fri
往東,2016-04-08,06:00:00,2201.0,59.1180648804,0.591666668033,240.011662801,Fri
往東,2016-04-08,07:00:00,2424.5,53.7302818298,2.0016665856,210.513336182,Fri
往東,2016-04-08,08:00:00,1890.92370605,50.0768114726,7.1750002106,146.471664429,Fri
往東,2016-04-08,09:00:00,2953.5,49.720887502,7.76499988635,150.431666056,Fri
往東,2016-04-08,10:00:00,3085.0,48.7907511393,7.12000018358,140.438329061,Fri
往東,2016-04-08,11:00:00,3099.0,47.5186653137,6.21333352725,146.378328959,Fri
往東,2016-04-08,12:00:00,3116.0,48.3191108704,6.50166660547,146.379999797,Fri
往東,2016-04-08,13:00:00,3197.67791748,51.7821604411,5.45333329837,146.446662903,Fri
往東,2016-04-08,14:00:00,3007.0,48.9063886007,5.70499985417,152.688334147,Fri
往東,2016-04-08,15:00:00,3101.0,51.0568453471,5.81999987364,147.031669617,Fri
往東,2016-04-08,16:00:00,3187.96606445,49.2849159241,6.61999996503,140.801671346,Fri
往東,2016-04-08,17:00:00,3367.81054688,49.7979507446,6.58166648944,138.038335164,Fri
往東,2016-04-08,18:00:00,3636.0,48.7454770406,8.57499987384,128.466664632,Fri
往東,2016-04-08,19:00:00,3848.87287903,49.3620567322,8.56499985854,124.823335012,Fri
往東,2016-04-08,20:00:00,3554.0,52.4304784139,6.73999985059,133.594998678,Fri
往東,2016-04-08,21:00:00,3254.5,55.1884167989,4.97499987483,148.89666748,Fri
往東,2016-04-08,22:00:00,3307.5,55.5200030009,4.61500015358,155.511672974,Fri
往東,2016-04-08,23:00:00,2451.1270752,57.3028844198,3.24666671765,171.153335571,Fri
往東,2016-04-09,00:00:00,1033.5,57.3749211629,2.07666668544,194.241663615,Sat
往東,2016-04-09,01:00:00,667.5,60.6091931661,1.14166665884,217.196665446,Sat
往東,2016-04-09,02:00:00,447.5,60.4084103902,0.711666666592,230.456670125,Sat
往東,2016-04-09,06:00:00,379.5,61.7484143575,0.706666660806,236.691665649,Sat
往東,2016-04-09,07:00:00,655.0,58.6135177612,1.32166666041,218.501663208,Sat
往東,2016-04-09,08:00:00,1086.0,57.5518658956,2.25499993811,196.691660563,Sat
往東,2016-04-09,09:00:00,1656.5,55.7382761637,3.70000001291,177.560002645,Sat
往東,2016-04-09,10:00:00,2019.0,55.5267651876,4.58499982953,159.508338928,Sat
往東,2016-04-09,11:00:00,2225.5,55.4873123169,4.9050001502,154.774998983,Sat
往東,2016-04-09,12:00:00,2371.5,55.0426928202,5.06999998788,152.003331502,Sat
往東,2016-04-09,13:00:00,2493.0,55.728427887,5.27166647712,142.846669515,Sat
往東,2016-04-09,14:00:00,2222.69494629,55.609887441,4.82333315412,154.075002035,Sat
往東,2016-04-09,15:00:00,2340.5,56.0360438029,5.00166671475,148.136670431,Sat
往東,2016-04-09,16:00:00,2136.5,54.1677449544,4.87833326062,157.399998983,Sat
往東,2016-04-09,17:00:00,2213.67248535,53.5485687256,5.0533332924,153.019999186,Sat
往東,2016-04-09,18:00:00,2549.12072754,52.2776565552,5.9433332483,144.616663615,Sat
往東,2016-04-09,19:00:00,2233.84745789,51.4487876892,5.37000012894,155.098335266,Sat
往東,2016-04-09,20:00:00,1673.0,53.7065302531,3.78333333383,165.276664734,Sat
往東,2016-04-09,21:00:00,1509.0,54.9693082174,3.71499997377,164.778335571,Sat
往東,2016-04-09,22:00:00,1556.0,53.225760142,3.58333339791,165.480000814,Sat
往東,2016-04-09,23:00:00,1808.5,55.3427734375,3.12166664129,171.763331095,Sat
往東,2016-04-10,00:00:00,1071.0,55.7517712911,1.70833338052,202.67666626,Sun
往東,2016-04-10,01:00:00,844.5,58.2095336914,1.13833333179,217.421661377,Sun
往東,2016-04-10,02:00:00,745.5,61.5961469014,0.645000023767,234.35832723,Sun
往東,2016-04-10,03:00:00,659.0,63.6124992371,0.43166667968,243.668329875,Sun
往東,2016-04-10,04:00:00,651.5,60.0671882629,0.428333325312,244.468332926,Sun
往東,2016-04-10,05:00:00,616.5,58.3759040833,0.458333318122,243.140004476,Sun
往東,2016-04-10,06:00:00,635.0,59.5386505127,0.568333338946,237.928334554,Sun
往東,2016-04-10,07:00:00,721.0,55.7028630575,1.12166668723,223.246668498,Sun
往東,2016-04-10,08:00:00,785.5,54.8499209086,1.7233333271,211.221664429,Sun
往東,2016-04-10,09:00:00,1055.0,53.6209348043,2.68999993304,192.915003459,Sun
往東,2016-04-10,10:00:00,1238.5,53.1519393921,3.41833350062,178.008336385,Sun
往東,2016-04-10,11:00:00,1493.5,54.823059082,3.65000006557,175.836664836,Sun
往東,2016-04-10,12:00:00,1345.0,54.0344835917,4.13499996066,161.220001221,Sun
往東,2016-04-10,13:00:00,1565.5,52.8945808411,4.37166666985,165.91166687,Sun
往東,2016-04-10,14:00:00,1605.59320068,51.4358914693,4.33499995867,168.581665039,Sun
往東,2016-04-10,15:00:00,1785.0,50.0120226542,4.61833323042,166.876668294,Sun
往東,2016-04-10,16:00:00,2002.0,51.5743687948,4.64666673044,166.91666158,Sun
往東,2016-04-10,17:00:00,2002.71044922,48.3756154378,4.78499982754,166.415003459,Sun
往東,2016-04-10,18:00:00,2172.5,47.88965861,5.16666663686,163.03666687,Sun
往東,2016-04-10,19:00:00,2042.5508461,48.3616917928,4.60833333433,169.288330078,Sun
往東,2016-04-10,20:00:00,2580.5,51.3908106486,3.57666685681,175.673334757,Sun
往東,2016-04-10,21:00:00,2722.0,50.353864034,3.58000016709,169.648330688,Sun
往東,2016-04-10,22:00:00,2670.5,53.3432413737,2.93333335221,179.665003459,Sun
往東,2016-04-10,23:00:00,2364.0,53.2808876038,2.07333333045,200.758331299,Sun
往東,2016-04-11,00:00:00,2142.0,52.4473292033,1.31833333274,220.166671753,Mon
往東,2016-04-11,01:00:00,1975.0,53.2176259359,0.749999972681,236.776662191,Mon
往東,2016-04-11,02:00:00,1889.0,53.8088239034,0.393333320506,245.028330485,Mon
往東,2016-04-11,03:00:00,1867.0,55.5290692647,0.261666670131,248.286661784,Mon
往東,2016-04-11,06:00:00,1903.0,56.038269043,0.59666663905,240.196665446,Mon
往東,2016-04-11,07:00:00,2123.0,53.2933235168,2.38999993106,206.328338623,Mon
往東,2016-04-11,08:00:00,1747.0,51.7189127604,6.76500014464,145.158330282,Mon
往東,2016-04-11,09:00:00,2851.0,46.145450592,6.58666670322,142.026662191,Mon
往東,2016-04-11,10:00:00,2697.0,46.508614858,6.43499966462,154.874994914,Mon
往東,2016-04-11,11:00:00,2674.0,45.5736122131,6.38666657607,153.383333842,Mon
往東,2016-04-11,12:00:00,2741.0,47.9785995483,5.92000011603,154.120000203,Mon
往東,2016-04-11,13:00:00,2603.0,50.4449361165,5.40333320697,163.539998372,Mon
往東,2016-04-11,14:00:00,2588.64404297,50.8583170573,5.1933332483,163.863334656,Mon
往東,2016-04-11,15:00:00,2700.0,48.776714325,6.04499995708,150.495002747,Mon
往東,2016-04-11,16:00:00,2770.0,46.3950475057,5.85666642586,152.436665853,Mon
往東,2016-04-11,17:00:00,2905.06774902,46.282409668,7.05833344658,146.956667582,Mon
往東,2016-04-11,18:00:00,3072.0,50.0118370056,6.70666675766,145.863332113,Mon
往東,2016-04-11,19:00:00,3359.11016846,46.9917818705,8.72166689237,136.449996948,Mon
往東,2016-04-11,20:00:00,3232.5,48.6985321045,6.5050000002,143.800003052,Mon
往東,2016-04-11,21:00:00,2803.5,51.9475288391,4.21666654448,168.416666667,Mon
往東,2016-04-11,22:00:00,2684.5,48.5249532064,4.28499994675,180.629999797,Mon
往東,2016-04-11,23:00:00,2472.5,49.7282816569,3.21500013272,191.391667684,Mon
往東,2016-04-12,00:00:00,2143.0,52.4904454549,1.42999997983,216.863332113,Tue
往東,2016-04-12,01:00:00,2003.0,55.1654612223,0.809999988725,232.799997965,Tue
往東,2016-04-12,02:00:00,1913.5,56.3138974508,0.443333330875,241.116663615,Tue
往東,2016-04-12,03:00:00,1867.0,55.7956123352,0.373333342373,247.576670329,Tue
往東,2016-04-12,05:00:00,1851.5,55.9705759684,0.338333343156,245.283335368,Tue
往東,2016-04-12,06:00:00,1925.0,55.6517918905,0.613333335767,237.841664632,Tue
往東,2016-04-12,07:00:00,2383.0,45.1252581278,2.13333325585,205.441665649,Tue
往東,2016-04-12,08:00:00,1618.5,48.71144104,6.96333344777,153.54666392,Tue
往東,2016-04-12,09:00:00,2695.5,46.5434506734,7.2616669933,152.160001119,Tue
往東,2016-04-12,10:00:00,2684.0,47.2787920634,7.03833323717,152.829999288,Tue
往東,2016-04-12,11:00:00,2792.5,47.1878687541,7.28666679064,146.90667216,Tue
往東,2016-04-12,12:00:00,2811.5,47.4085006714,8.3399998347,147.74500529,Tue
往東,2016-04-12,13:00:00,2779.0,50.7465629578,5.7916666766,153.386665344,Tue
往東,2016-04-12,14:00:00,2679.56781006,48.8982022603,5.83166674773,155.344998678,Tue
往東,2016-04-12,15:00:00,2875.0,50.4918162028,5.96666638056,142.89999644,Tue
往東,2016-04-12,16:00:00,2895.5,49.7780049642,6.050000151,140.481666565,Tue
往東,2016-04-12,17:00:00,2960.65258789,49.6306724548,6.29500025511,138.701670329,Tue
往東,2016-04-12,18:00:00,3230.0,49.3174107869,8.56166650852,134.824999491,Tue
往東,2016-04-12,19:00:00,3407.5,48.4315210978,8.25666670005,128.280002594,Tue
往東,2016-04-12,20:00:00,3197.05931854,49.7232704163,6.50999977191,138.71833547,Tue
往東,2016-04-12,21:00:00,2849.0,50.2223103841,4.57166660825,156.060005188,Tue
往東,2016-04-12,22:00:00,2795.0,50.1334317525,3.72333324949,166.320002238,Tue
往東,2016-04-12,23:00:00,2644.5,51.6968396505,2.81333325803,180.599995931,Tue
往東,2016-04-13,00:00:00,2186.5,52.1558329264,1.47666663925,212.331665039,Wed
往東,2016-04-13,01:00:00,2026.0,51.6331736247,0.828333320717,228.999994914,Wed
往東,2016-04-13,02:00:00,1896.0,51.5593401591,0.44166666735,243.776667277,Wed
往東,2016-04-13,03:00:00,1880.0,53.7507247925,0.360000002508,245.834996541,Wed
往東,2016-04-13,05:00:00,1853.5,54.0420277913,0.341666664928,245.649998983,Wed
往東,2016-04-13,06:00:00,1912.5,53.0549418132,0.620000004768,238.470006307,Wed
往東,2016-04-13,07:00:00,2102.5,46.2419586182,2.19333322843,203.673329671,Wed
往東,2016-04-13,08:00:00,1740.0,47.8508199056,7.21333364646,149.176671346,Wed
往東,2016-04-13,09:00:00,2648.5,49.0735270182,5.95833348234,155.841669718,Wed
往東,2016-04-13,10:00:00,2786.5,48.8629213969,6.38666659594,148.931666056,Wed
往東,2016-04-13,11:00:00,2784.0,48.3128471375,6.81999989351,146.95833079,Wed
往東,2016-04-13,12:00:00,2624.0,45.9653701782,6.35666700204,160.746673584,Wed
往東,2016-04-13,13:00:00,2662.0,45.3733469645,5.77833320697,159.67166392,Wed
往東,2016-04-13,14:00:00,2676.76269531,46.5577977498,5.61833314101,155.681666056,Wed
往東,2016-04-13,15:00:00,2811.5,45.7531776428,5.9983334144,151.511667887,Wed
往東,2016-04-13,16:00:00,2843.0,46.7148450216,6.82166663806,149.458328247,Wed
往東,2016-04-13,17:00:00,2951.03393555,46.7192789714,6.57666677237,147.133331299,Wed
往東,2016-04-13,18:00:00,3107.0,40.8896141052,8.96999994914,143.938331604,Wed
往東,2016-04-13,19:00:00,3412.0,42.8032862345,8.46166686217,141.866666158,Wed
往東,2016-04-13,20:00:00,3325.37931824,44.4151891073,7.89666652679,141.173337301,Wed
往東,2016-04-13,21:00:00,2885.5,48.2301623027,4.82666666806,160.64666748,Wed
往東,2016-04-13,22:00:00,2814.0,51.6501820882,3.90333323677,168.045005798,Wed
往東,2016-04-13,23:00:00,2521.5,51.2753397624,2.73166664441,190.138331095,Wed
往東,2016-04-14,00:00:00,2188.0,51.488290151,1.56166666746,213.288335164,Thu
往東,2016-04-14,01:00:00,1992.0,53.1651433309,0.803333318482,233.833333333,Thu
往東,2016-04-14,02:00:00,1924.5,56.6956329346,0.47000000005,241.965001424,Thu
往東,2016-04-14,03:00:00,1865.40000153,57.5300954183,0.299999993294,247.194997152,Thu
往東,2016-04-14,04:00:00,1855.15517426,56.7256940206,0.284999982764,247.85333252,Thu
往東,2016-04-14,05:00:00,1838.01724243,54.7315012614,0.291666659837,246.715001424,Thu
往東,2016-04-14,06:00:00,1877.99999237,50.1499252319,0.608333332464,239.184997559,Thu
往東,2016-04-14,07:00:00,2095.36169434,50.8190027873,2.04499998192,210.13999939,Thu
往東,2016-04-14,08:00:00,1700.34484863,50.1064910889,6.7083332936,147.178334554,Thu
往東,2016-04-14,09:00:00,2691.94243622,50.0292689006,6.30999972423,152.67666626,Thu
往東,2016-04-14,10:00:00,2767.77587891,49.2569249471,7.41000008583,147.958333333,Thu
往東,2016-04-14,11:00:00,2630.34210205,48.8093261719,6.41333325704,158.246663411,Thu
往東,2016-04-14,12:00:00,2612.66668701,49.2976760864,5.62666670481,160.605000814,Thu
往東,2016-04-14,13:00:00,2615.0,47.9681574504,5.12333321571,160.808334351,Thu
往東,2016-04-14,14:00:00,2572.93481445,44.5166664124,5.53333324194,168.14666748,Thu
往東,2016-04-14,15:00:00,2721.3104248,46.4205042521,6.11666663488,153.911664327,Thu
往東,2016-04-14,16:00:00,2788.16668701,47.7192077637,6.24333329995,150.975001017,Thu
往東,2016-04-14,17:00:00,2854.25030518,47.3612276713,6.96166682243,150.598335266,Thu
往東,2016-04-14,18:00:00,3160.0345459,45.6762568156,8.35166676839,141.709999084,Thu
往東,2016-04-14,19:00:00,3454.78564453,46.144879659,8.08666656415,128.93833669,Thu
往東,2016-04-14,20:00:00,3310.03677368,47.6946690877,7.34499998887,140.798332214,Thu
往東,2016-04-14,21:00:00,2841.5,50.2029736837,5.41999989748,158.324996948,Thu
往東,2016-04-14,22:00:00,2806.77270508,52.0909347534,3.80000000199,171.219996134,Thu
往東,2016-04-14,23:00:00,2611.30767822,52.1932576497,3.00500018398,184.711664836,Thu
往東,2016-04-15,00:00:00,2269.07897949,54.7798372904,1.57666662335,209.314997355,Fri
往東,2016-04-15,01:00:00,1997.13635254,55.209757487,0.903333326181,229.145004272,Fri
往東,2016-04-15,02:00:00,1927.0,54.8416341146,0.486666695525,242.431671143,Fri
往東,2016-04-15,03:00:00,1887.1279068,54.3251482646,0.351666672155,246.765004476,Fri
往東,2016-04-15,04:00:00,1849.03448105,56.0222371419,0.25833332849,247.075002035,Fri
往東,2016-04-15,06:00:00,1859.24999619,53.1345876058,0.570000000298,238.088338216,Fri
往東,2016-04-15,07:00:00,2088.72415161,50.5344607035,2.11666670442,209.685002645,Fri
往東,2016-04-15,08:00:00,1675.0,50.0894749959,6.56166680654,149.061668396,Fri
往東,2016-04-15,09:00:00,2597.5,51.2170473735,6.88166670998,152.900001526,Fri
往東,2016-04-15,10:00:00,2732.0,49.4169286092,6.89333317677,151.593332926,Fri
往東,2016-04-15,11:00:00,2688.0,47.7586580912,6.45166663329,154.578333537,Fri
