方向,日期,時間,當量總和,平均速度,平均佔有率,平均車間距,星期
往南,2016-05-07,04:00:00,24.5,41.045,0.175,249.55,Sat
往南,2016-05-07,05:00:00,27.5,44.3046,0.22,250.0,Sat
往南,2016-05-07,06:00:00,70.0,41.5839,0.44,246.535,Sat
往南,2016-05-07,07:00:00,117.0,45.5447,0.75,239.625,Sat
往南,2016-05-07,08:00:00,152.0,44.82,0.88,235.59,Sat
往南,2016-05-07,09:00:00,238.0,47.9295,1.32,219.925,Sat
往南,2016-05-07,10:00:00,384.0,54.5603,2.065,198.09,Sat
往南,2016-05-07,11:00:00,366.0,47.8189,2.15,198.345,Sat
往南,2016-05-07,12:00:00,350.5,48.2373,1.945,199.135,Sat
往南,2016-05-07,13:00:00,325.862,48.2121,1.955,206.035,Sat
往南,2016-05-07,14:00:00,332.0,48.3574,1.785,200.4,Sat
往南,2016-05-07,15:00:00,364.0,45.2638,2.1,199.335,Sat
往南,2016-05-07,16:00:00,359.5,51.2373,2.08,200.695,Sat
往南,2016-05-07,17:00:00,353.5,51.8056,1.99,197.275,Sat
往南,2016-05-07,18:00:00,365.5,46.7649,2.215,196.675,Sat
往南,2016-05-07,19:00:00,305.0,44.2697,1.835,203.64,Sat
往南,2016-05-07,20:00:00,280.0,48.6812,1.735,209.985,Sat
往南,2016-05-07,21:00:00,206.5,47.6388,1.25,221.985,Sat
往南,2016-05-07,22:00:00,185.0,46.9263,1.27,225.45,Sat
往南,2016-05-07,23:00:00,129.0,46.7879,0.8,237.545,Sat
往南,2016-05-08,00:00:00,58.0,46.1319,0.39,248.15,Sun
往南,2016-05-08,01:00:00,44.5,42.9555,0.31,249.54,Sun
往南,2016-05-08,02:00:00,19.5,39.2105,0.165,250.0,Sun
往南,2016-05-08,03:00:00,11.0,46.3636,0.085,250.0,Sun
往南,2016-05-08,04:00:00,5.0,41.0,0.035,250.0,Sun
往南,2016-05-08,05:00:00,11.5,43.9127,0.11,250.0,Sun
往南,2016-05-08,06:00:00,30.0,39.3086,0.21,249.54,Sun
往南,2016-05-08,07:00:00,51.5,48.638,0.35,249.09,Sun
往南,2016-05-08,08:00:00,89.0,46.0895,0.55,244.225,Sun
往南,2016-05-08,09:00:00,153.5,47.4283,0.88,231.425,Sun
往南,2016-05-08,10:00:00,218.0,45.6027,1.275,221.28,Sun
往南,2016-05-08,11:00:00,318.0,47.1837,1.78,206.85,Sun
往南,2016-05-08,12:00:00,337.5,48.0214,1.94,202.525,Sun
往南,2016-05-08,13:00:00,310.862,48.6758,1.82,204.32,Sun
往南,2016-05-08,14:00:00,329.0,47.0178,1.835,200.48,Sun
往南,2016-05-08,15:00:00,458.0,48.3966,2.77,183.515,Sun
往南,2016-05-08,16:00:00,473.5,53.0766,2.745,173.825,Sun
往南,2016-05-08,17:00:00,495.0,49.5383,2.955,176.6,Sun
往南,2016-05-08,18:00:00,410.0,52.0666,2.18,187.385,Sun
往南,2016-05-08,19:00:00,344.5,46.4513,1.99,202.11,Sun
往南,2016-05-08,20:00:00,282.5,51.4691,1.565,209.79,Sun
往南,2016-05-08,21:00:00,236.5,49.8886,1.295,217.05,Sun
往南,2016-05-08,22:00:00,189.0,50.6426,1.075,229.765,Sun
往南,2016-05-08,23:00:00,126.842,57.1012,0.77,239.315,Sun
往南,2016-05-09,00:00:00,58.0,46.985,0.395,248.6,Mon
往南,2016-05-09,01:00:00,34.5,61.8106,0.24,250.0,Mon
往南,2016-05-09,02:00:00,11.5,46.55,0.1,250.0,Mon
往南,2016-05-09,03:00:00,26.0,59.6131,0.17,249.1,Mon
往南,2016-05-09,04:00:00,25.5,52.5875,0.195,250.0,Mon
往南,2016-05-09,05:00:00,21.5,55.2525,0.16,250.0,Mon
往南,2016-05-09,06:00:00,56.0,46.0525,0.355,247.71,Mon
往南,2016-05-09,07:00:00,163.5,48.5094,0.95,232.015,Mon
往南,2016-05-09,08:00:00,454.0,42.5364,3.905,185.455,Mon
往南,2016-05-09,09:00:00,437.5,45.8398,3.005,184.91,Mon
往南,2016-05-09,10:00:00,471.5,42.4897,3.705,175.645,Mon
往南,2016-05-09,11:00:00,391.5,41.719,2.405,192.475,Mon
往南,2016-05-09,12:00:00,375.5,45.6697,2.415,196.4,Mon
往南,2016-05-09,13:00:00,329.474,48.4414,2.01,197.025,Mon
往南,2016-05-09,14:00:00,415.5,46.6952,2.82,189.75,Mon
往南,2016-05-09,15:00:00,231.5,48.0878,1.35,79.565,Mon
往南,2016-05-16,12:00:00,266.182,49.5253,1.465,157.76,Mon
往南,2016-05-16,13:00:00,391.017,45.7714,2.415,196.905,Mon
往南,2016-05-16,14:00:00,391.071,48.6655,2.15,194.275,Mon
往南,2016-05-16,15:00:00,446.5,49.2976,2.965,183.69,Mon
往南,2016-05-16,16:00:00,441.0,53.9017,2.29,177.81,Mon
往南,2016-05-16,17:00:00,399.5,46.0688,2.3,188.575,Mon
往南,2016-05-16,18:00:00,447.0,47.5397,3.745,178.05,Mon
往南,2016-05-16,19:00:00,435.0,53.0043,3.8,175.975,Mon
往南,2016-05-16,20:00:00,326.0,47.2062,4.355,195.525,Mon
往南,2016-05-16,21:00:00,177.0,53.3684,1.05,232.185,Mon
往南,2016-05-16,22:00:00,140.0,55.7028,0.835,232.915,Mon
往南,2016-05-16,23:00:00,98.0,47.289,0.605,245.0,Mon
往南,2016-05-17,00:00:00,38.5,42.0041,0.265,241.21,Tue
往南,2016-05-17,01:00:00,26.5,59.6938,0.185,250.0,Tue
往南,2016-05-17,02:00:00,13.0,53.3333,0.1,245.83,Tue
往南,2016-05-17,03:00:00,13.5,53.2308,0.11,250.0,Tue
往南,2016-05-17,04:00:00,14.5,51.14,0.115,241.67,Tue
往南,2016-05-17,05:00:00,15.0,51.336,0.115,250.0,Tue
往南,2016-05-17,06:00:00,68.5,45.2225,0.485,243.3,Tue
往南,2016-05-17,07:00:00,140.5,54.55,0.835,236.585,Tue
往南,2016-05-17,08:00:00,473.0,46.8423,3.76,178.275,Tue
往南,2016-05-17,09:00:00,466.568,45.8239,4.065,179.44,Tue
往南,2016-05-17,10:00:00,441.5,44.5263,2.75,186.085,Tue
往南,2016-05-17,11:00:00,411.5,45.0256,2.52,189.36,Tue
往南,2016-05-17,12:00:00,335.69,44.4871,2.145,199.195,Tue
往南,2016-05-17,13:00:00,339.0,47.948,2.0,201.13,Tue
往南,2016-05-17,14:00:00,426.0,46.0594,2.735,183.995,Tue
往南,2016-05-17,15:00:00,375.5,45.7414,2.42,193.02,Tue
往南,2016-05-17,16:00:00,339.0,45.724,1.99,193.35,Tue
往南,2016-05-17,17:00:00,395.5,45.6386,2.42,190.44,Tue
往南,2016-05-17,18:00:00,426.0,42.2126,4.165,176.8,Tue
往南,2016-05-17,19:00:00,461.0,44.0086,9.17,165.73,Tue
往南,2016-05-17,20:00:00,252.5,49.3786,1.625,211.95,Tue
往南,2016-05-17,21:00:00,168.5,49.1085,0.965,230.8,Tue
往南,2016-05-17,22:00:00,123.5,47.3224,0.755,233.9,Tue
往南,2016-05-17,23:00:00,97.0,52.1507,0.615,245.685,Tue
往南,2016-05-18,00:00:00,43.5,43.7083,0.305,241.175,Wed
往南,2016-05-18,01:00:00,34.0,55.817,0.21,250.0,Wed
往南,2016-05-18,02:00:00,13.5,43.2308,0.1,241.67,Wed
往南,2016-05-18,03:00:00,11.5,39.73,0.085,250.0,Wed
往南,2016-05-18,04:00:00,18.5,47.0583,0.135,241.67,Wed
往南,2016-05-18,05:00:00,14.5,51.9286,0.11,250.0,Wed
往南,2016-05-18,06:00:00,51.5,43.0483,0.35,243.575,Wed
往南,2016-05-18,07:00:00,151.0,47.75,0.9,235.015,Wed
往南,2016-05-18,08:00:00,448.5,43.4573,4.375,175.305,Wed
往南,2016-05-18,09:00:00,473.5,46.0805,3.26,179.215,Wed
往南,2016-05-18,10:00:00,489.0,41.1135,4.53,170.635,Wed
往南,2016-05-18,11:00:00,396.5,46.392,2.385,190.845,Wed
往南,2016-05-18,12:00:00,320.69,56.0694,1.795,194.67,Wed
往南,2016-05-18,13:00:00,328.929,49.3026,1.845,203.715,Wed
往南,2016-05-18,14:00:00,388.0,46.8376,2.09,193.685,Wed
往南,2016-05-18,15:00:00,402.5,46.2079,2.295,191.025,Wed
往南,2016-05-18,16:00:00,629.5,27.7695,2.135,192.775,Wed
往南,2016-05-18,17:00:00,330.0,48.9925,1.99,205.24,Wed
往南,2016-05-18,18:00:00,419.0,44.1747,3.39,186.685,Wed
往南,2016-05-18,19:00:00,378.0,53.6312,5.935,188.975,Wed
往南,2016-05-18,20:00:00,278.0,52.5119,2.74,211.735,Wed
往南,2016-05-18,21:00:00,184.0,46.6639,1.105,226.275,Wed
往南,2016-05-18,22:00:00,124.0,52.5061,0.715,238.85,Wed
往南,2016-05-18,23:00:00,95.5,49.9444,0.63,243.985,Wed
往南,2016-05-19,00:00:00,56.0,48.0922,0.345,248.635,Thu
往南,2016-05-19,01:00:00,27.5,59.0341,0.175,249.55,Thu
往南,2016-05-19,02:00:00,10.5,45.5,0.09,245.83,Thu
往南,2016-05-19,03:00:00,26.0,43.48,0.17,245.365,Thu
往南,2016-05-19,04:00:00,30.0,48.5138,0.215,245.83,Thu
往南,2016-05-19,05:00:00,17.0,47.7647,0.15,245.83,Thu
往南,2016-05-19,06:00:00,84.0,46.6172,0.52,245.45,Thu
往南,2016-05-19,07:00:00,169.5,50.0626,1.09,231.225,Thu
往南,2016-05-19,08:00:00,422.0,42.6067,3.65,187.68,Thu
往南,2016-05-19,09:00:00,481.0,45.9509,4.165,178.045,Thu
往南,2016-05-19,10:00:00,476.5,42.1426,3.435,173.91,Thu
往南,2016-05-19,11:00:00,383.0,43.0743,2.38,196.47,Thu
往南,2016-05-19,12:00:00,378.305,45.3578,2.945,193.585,Thu
往南,2016-05-19,13:00:00,328.5,45.6339,1.995,205.2,Thu
往南,2016-05-19,14:00:00,354.0,43.6553,2.025,200.475,Thu
往南,2016-05-19,15:00:00,399.5,49.9342,2.49,190.77,Thu
往南,2016-05-19,16:00:00,338.5,57.5178,1.79,202.615,Thu
往南,2016-05-19,17:00:00,360.0,52.0648,2.08,202.27,Thu
往南,2016-05-19,18:00:00,429.5,43.8902,3.675,184.975,Thu
往南,2016-05-19,19:00:00,378.5,53.8207,2.905,196.49,Thu
往南,2016-05-19,20:00:00,253.0,55.0531,1.51,216.985,Thu
往南,2016-05-19,21:00:00,192.0,47.3254,1.225,224.115,Thu
往南,2016-05-19,22:00:00,145.0,48.325,0.855,226.57,Thu
往南,2016-05-19,23:00:00,95.5,46.2364,0.575,241.95,Thu
往南,2016-05-20,00:00:00,54.0,44.9454,0.36,243.53,Fri
往南,2016-05-20,01:00:00,38.5,69.7382,0.215,248.885,Fri
往南,2016-05-20,02:00:00,17.0,71.8731,0.11,245.83,Fri
往南,2016-05-20,03:00:00,22.5,44.4991,0.16,245.375,Fri
往南,2016-05-20,04:00:00,22.5,43.9545,0.155,245.83,Fri
往南,2016-05-20,05:00:00,21.0,43.898,0.15,250.0,Fri
往南,2016-05-20,06:00:00,84.0,45.1218,0.55,242.525,Fri
往南,2016-05-20,07:00:00,152.0,47.1673,0.88,234.8,Fri
往南,2016-05-20,08:00:00,449.0,44.8909,4.605,179.95,Fri
往南,2016-05-20,09:00:00,500.0,45.8186,3.49,178.225,Fri
往南,2016-05-20,10:00:00,473.737,42.3903,4.265,173.225,Fri
往南,2016-05-20,11:00:00,381.5,46.7952,2.43,190.085,Fri
往南,2016-05-20,12:00:00,343.729,43.3929,2.17,198.58,Fri
往南,2016-05-20,13:00:00,332.0,47.21,1.95,205.175,Fri
往南,2016-05-20,14:00:00,373.5,46.875,2.1,193.635,Fri
往南,2016-05-20,15:00:00,415.0,46.1445,2.47,191.56,Fri
往南,2016-05-20,16:00:00,419.0,45.1864,2.515,187.525,Fri
往南,2016-05-20,17:00:00,383.5,47.4735,2.725,194.3,Fri
往南,2016-05-20,18:00:00,416.5,40.6492,4.195,187.475,Fri
往南,2016-05-20,19:00:00,431.169,44.8619,4.375,180.14,Fri
往南,2016-05-20,20:00:00,300.5,47.5485,1.825,205.735,Fri
往南,2016-05-20,21:00:00,222.5,57.3244,1.34,219.525,Fri
往南,2016-05-20,22:00:00,180.0,49.0588,1.055,228.95,Fri
往南,2016-05-20,23:00:00,161.0,51.3253,1.015,234.435,Fri
往南,2016-05-21,00:00:00,74.5,46.9459,0.47,241.75,Sat
往南,2016-05-21,01:00:00,37.5,43.7814,0.25,248.665,Sat
往南,2016-05-21,02:00:00,19.5,51.7671,0.15,245.83,Sat
往南,2016-05-21,03:00:00,26.5,44.3164,0.18,245.83,Sat
往南,2016-05-21,04:00:00,24.5,49.7125,0.185,245.375,Sat
往南,2016-05-21,05:00:00,27.5,53.8152,0.175,250.0,Sat
往南,2016-05-21,06:00:00,71.0,49.0941,0.465,246.865,Sat
往南,2016-05-21,07:00:00,120.0,51.2694,0.72,239.09,Sat
往南,2016-05-21,08:00:00,165.0,52.0785,1.035,231.4,Sat
往南,2016-05-21,09:00:00,257.5,52.7666,1.42,217.015,Sat
往南,2016-05-21,10:00:00,323.5,47.5412,1.915,200.72,Sat
往南,2016-05-21,11:00:00,342.0,47.812,2.0,202.445,Sat
往南,2016-05-21,12:00:00,348.814,46.0069,2.1,202.195,Sat
往南,2016-05-21,13:00:00,330.5,48.5746,1.935,203.61,Sat
往南,2016-05-21,14:00:00,350.0,45.459,2.225,198.09,Sat
往南,2016-05-21,15:00:00,383.5,46.1164,2.385,192.7,Sat
往南,2016-05-21,16:00:00,416.0,47.0424,2.515,189.59,Sat
往南,2016-05-21,17:00:00,339.0,48.0683,2.02,199.525,Sat
往南,2016-05-21,18:00:00,372.0,46.029,2.26,195.02,Sat
往南,2016-05-21,19:00:00,381.5,48.7401,2.215,195.83,Sat
往南,2016-05-21,20:00:00,273.0,46.3652,1.685,211.715,Sat
往南,2016-05-21,21:00:00,229.0,49.1734,1.485,219.785,Sat
往南,2016-05-21,22:00:00,189.0,52.2018,1.13,226.17,Sat
往南,2016-05-21,23:00:00,137.0,47.3743,1.04,235.725,Sat
往南,2016-05-22,00:00:00,68.5,46.6661,0.425,243.6,Sun
往南,2016-05-22,01:00:00,42.5,44.5725,0.29,244.925,Sun
往南,2016-05-22,02:00:00,23.5,61.6087,0.15,245.83,Sun
往南,2016-05-22,03:00:00,14.5,42.9314,0.11,250.0,Sun
往南,2016-05-22,04:00:00,10.0,48.9,0.065,245.83,Sun
往南,2016-05-22,05:00:00,12.5,45.17,0.09,245.83,Sun
往南,2016-05-22,06:00:00,37.5,47.9394,0.265,249.55,Sun
往南,2016-05-22,07:00:00,50.5,50.246,0.34,245.38,Sun
往南,2016-05-22,08:00:00,97.5,57.4056,0.58,246.85,Sun
往南,2016-05-22,09:00:00,169.5,51.2744,0.915,232.415,Sun
往南,2016-05-22,10:00:00,222.0,51.7356,1.24,222.3,Sun
往南,2016-05-22,11:00:00,281.695,47.1707,1.62,210.59,Sun
往南,2016-05-22,12:00:00,332.586,51.1903,1.84,198.875,Sun
往南,2016-05-22,13:00:00,326.5,43.2588,1.965,200.85,Sun
往南,2016-05-22,14:00:00,343.5,46.0218,2.015,199.345,Sun
往南,2016-05-22,15:00:00,438.5,44.6052,2.575,186.935,Sun
往南,2016-05-22,16:00:00,409.0,48.5062,2.53,188.15,Sun
往南,2016-05-22,17:00:00,368.0,47.6463,2.135,194.125,Sun
往南,2016-05-22,18:00:00,380.5,43.2558,3.75,197.615,Sun
往南,2016-05-22,19:00:00,336.0,44.5988,1.935,201.165,Sun
往南,2016-05-22,20:00:00,262.0,45.4725,1.625,211.915,Sun
往南,2016-05-22,21:00:00,261.0,49.0219,1.645,214.595,Sun
往南,2016-05-22,22:00:00,195.0,46.9277,1.2,225.64,Sun
往南,2016-05-22,23:00:00,113.0,45.5996,0.715,242.135,Sun
往南,2016-05-23,00:00:00,68.0,47.5033,0.44,245.94,Mon
往南,2016-05-23,01:00:00,34.5,51.1171,0.24,250.0,Mon
往南,2016-05-23,02:00:00,11.5,49.1827,0.1,250.0,Mon
往南,2016-05-23,03:00:00,26.5,49.3069,0.21,250.0,Mon
往南,2016-05-23,04:00:00,12.5,47.0025,0.095,245.83,Mon
往南,2016-05-23,05:00:00,17.0,55.0013,0.15,245.83,Mon
往南,2016-05-23,06:00:00,57.0,49.4811,0.375,248.185,Mon
往南,2016-05-23,07:00:00,151.5,52.0712,0.975,236.56,Mon
往南,2016-05-23,08:00:00,488.0,44.5225,4.225,174.83,Mon
往南,2016-05-23,09:00:00,510.0,52.086,3.46,170.69,Mon
往南,2016-05-23,10:00:00,530.5,42.5489,6.085,162.0,Mon
往南,2016-05-23,11:00:00,437.5,47.4484,2.61,190.385,Mon
往南,2016-05-23,12:00:00,365.69,48.989,2.205,195.415,Mon
往南,2016-05-23,13:00:00,346.607,77.0853,2.055,195.045,Mon
往南,2016-05-23,14:00:00,349.0,44.4976,2.195,197.8,Mon
往南,2016-05-23,15:00:00,350.0,69.0535,2.005,202.415,Mon
往南,2016-05-23,16:00:00,364.0,51.1913,2.065,196.48,Mon
往南,2016-05-23,17:00:00,376.5,46.7351,2.285,193.2,Mon
往南,2016-05-23,18:00:00,404.0,42.3783,4.475,190.685,Mon
往南,2016-05-23,19:00:00,864.212,40.5649,10.3,151.88,Mon
往南,2016-05-23,20:00:00,544.898,61.6007,8.95,161.505,Mon
往南,2016-05-23,21:00:00,209.5,99.9565,1.255,225.075,Mon
往南,2016-05-23,22:00:00,154.5,59.7144,0.97,239.055,Mon
往南,2016-05-23,23:00:00,106.0,51.1933,0.605,239.46,Mon
往南,2016-05-24,00:00:00,49.5,48.3415,0.36,244.465,Tue
往南,2016-05-24,01:00:00,20.0,47.9495,0.145,250.0,Tue
往南,2016-05-24,02:00:00,11.5,49.9091,0.1,245.83,Tue
往南,2016-05-24,03:00:00,15.0,186.8,0.1,250.0,Tue
往南,2016-05-24,04:00:00,23.5,49.5204,0.175,245.83,Tue
往南,2016-05-24,05:00:00,14.5,197.713,0.12,250.0,Tue
往南,2016-05-24,06:00:00,51.5,46.961,0.375,248.21,Tue
往南,2016-05-24,07:00:00,153.5,100.136,0.91,239.59,Tue
往南,2016-05-24,08:00:00,450.5,46.6185,3.38,183.285,Tue
往南,2016-05-24,09:00:00,1301.5,42.6792,3.83,169.75,Tue
往南,2016-05-24,10:00:00,537.5,43.6297,5.49,167.75,Tue
往南,2016-05-24,11:00:00,460.0,54.6868,3.035,179.755,Tue
往南,2016-05-24,12:00:00,392.034,45.8153,2.405,194.785,Tue
往南,2016-05-24,13:00:00,365.0,87.9463,2.4,196.615,Tue
往南,2016-05-24,14:00:00,369.5,52.8469,2.24,197.635,Tue
往南,2016-05-24,15:00:00,404.0,47.9053,2.34,188.205,Tue
往南,2016-05-24,16:00:00,350.5,48.9119,2.015,201.415,Tue
往南,2016-05-24,17:00:00,362.0,48.8452,2.13,198.3,Tue
往南,2016-05-24,18:00:00,443.5,42.961,4.58,183.77,Tue
往南,2016-05-24,19:00:00,342.5,81.0459,4.26,197.2,Tue
往南,2016-05-24,20:00:00,242.5,51.9078,1.43,220.74,Tue
往南,2016-05-24,21:00:00,161.0,100.647,0.99,235.615,Tue
往南,2016-05-24,22:00:00,104.5,50.6474,0.715,235.415,Tue
往南,2016-05-24,23:00:00,116.0,108.43,0.76,243.55,Tue
往南,2016-05-25,00:00:00,54.5,59.5358,0.325,249.51,Wed
往南,2016-05-25,01:00:00,24.5,51.0439,0.16,249.55,Wed
往南,2016-05-25,02:00:00,17.0,75.6875,0.125,245.83,Wed
往南,2016-05-25,03:00:00,16.5,49.2469,0.115,250.0,Wed
往南,2016-05-25,04:00:00,20.5,46.296,0.145,250.0,Wed
往南,2016-05-25,05:00:00,14.5,53.0714,0.11,250.0,Wed
往南,2016-05-25,06:00:00,44.0,47.7352,0.31,248.615,Wed
往南,2016-05-25,07:00:00,124.5,49.5333,0.795,236.115,Wed
往南,2016-05-25,08:00:00,405.712,41.1499,3.25,192.985,Wed
往南,2016-05-25,09:00:00,490.746,50.3102,3.19,178.445,Wed
往南,2016-05-25,10:00:00,479.0,48.0936,3.42,176.64,Wed
往南,2016-05-25,11:00:00,414.5,60.524,2.545,189.375,Wed
往南,2016-05-25,12:00:00,330.0,47.0904,1.8,210.24,Wed
往南,2016-05-25,15:00:00,415.455,46.9837,2.46,183.315,Wed
往南,2016-05-25,16:00:00,398.0,43.7326,2.45,194.075,Wed
往南,2016-05-25,17:00:00,623.5,39.1447,1.925,197.865,Wed
往南,2016-05-25,18:00:00,441.305,44.7888,5.02,186.45,Wed
往南,2016-05-25,19:00:00,383.398,77.2202,4.645,193.17,Wed
往南,2016-05-25,20:00:00,234.068,53.317,2.99,218.985,Wed
往南,2016-05-25,21:00:00,184.5,91.4957,1.175,228.41,Wed
往南,2016-05-25,22:00:00,129.5,48.4969,0.76,238.065,Wed
往南,2016-05-25,23:00:00,95.5,48.4813,0.58,242.225,Wed
往南,2016-05-26,00:00:00,49.5,43.14,0.335,245.38,Thu
往南,2016-05-26,01:00:00,23.0,165.772,0.155,250.0,Thu
往南,2016-05-26,02:00:00,10.5,63.302,0.095,245.83,Thu
往南,2016-05-26,03:00:00,19.0,124.317,0.15,245.38,Thu
往南,2016-05-26,04:00:00,11.0,60.7273,0.095,245.83,Thu
往南,2016-05-26,05:00:00,12.0,52.7273,0.085,250.0,Thu
往南,2016-05-26,06:00:00,59.0,46.7179,0.415,247.335,Thu
往南,2016-05-26,07:00:00,132.0,66.4962,0.78,240.85,Thu
往南,2016-05-26,08:00:00,411.0,42.4393,2.805,183.8,Thu
往南,2016-05-26,09:00:00,522.5,45.0456,3.925,172.35,Thu
往南,2016-05-26,10:00:00,502.0,46.231,3.525,172.34,Thu
往南,2016-05-26,11:00:00,374.5,46.6521,2.22,199.16,Thu
往南,2016-05-26,12:00:00,353.5,47.187,2.115,198.98,Thu
往南,2016-05-26,13:00:00,296.5,55.1638,1.61,208.86,Thu
往南,2016-05-26,14:00:00,397.0,49.7978,2.315,186.675,Thu
往南,2016-05-26,15:00:00,395.085,62.601,2.235,194.54,Thu
往南,2016-05-26,16:00:00,355.0,49.5233,1.985,196.54,Thu
往南,2016-05-26,17:00:00,385.0,60.6923,2.39,195.87,Thu
往南,2016-05-26,18:00:00,422.5,46.1715,3.22,189.3,Thu
往南,2016-05-26,19:00:00,406.305,46.68,4.28,188.85,Thu
往南,2016-05-26,20:00:00,276.0,46.8477,1.715,210.21,Thu
往南,2016-05-26,21:00:00,195.5,52.7055,1.095,229.65,Thu
往南,2016-05-26,22:00:00,132.5,48.3981,0.815,233.07,Thu
往南,2016-05-26,23:00:00,97.5,142.767,0.635,241.485,Thu
往南,2016-05-27,00:00:00,46.5,65.2914,0.325,245.34,Fri
往南,2016-05-27,01:00:00,27.5,173.96,0.195,245.375,Fri
往南,2016-05-27,02:00:00,12.5,54.83,0.1,250.0,Fri
往南,2016-05-27,03:00:00,16.0,44.7333,0.125,250.0,Fri
往南,2016-05-27,04:00:00,16.5,47.9388,0.125,245.83,Fri
往南,2016-05-27,05:00:00,17.0,50.0,0.14,250.0,Fri
往南,2016-05-27,06:00:00,52.0,41.8162,0.325,248.685,Fri
往南,2016-05-27,07:00:00,136.5,113.266,0.815,240.165,Fri
往南,2016-05-27,08:00:00,461.0,41.8424,5.635,177.755,Fri
往南,2016-05-27,09:00:00,480.0,55.776,3.125,178.25,Fri
往南,2016-05-27,10:00:00,507.5,44.7196,3.89,174.765,Fri
往南,2016-05-27,11:00:00,446.0,44.389,2.715,188.035,Fri
往南,2016-05-27,12:00:00,351.5,47.309,2.21,199.01,Fri
往南,2016-05-27,13:00:00,341.0,47.3201,2.075,196.185,Fri
往南,2016-05-27,14:00:00,357.321,46.0581,2.18,197.525,Fri
往南,2016-05-27,15:00:00,431.111,47.1541,2.495,191.2,Fri
往南,2016-05-27,16:00:00,414.0,50.2081,2.425,184.41,Fri
往南,2016-05-27,17:00:00,436.5,49.8343,2.485,179.255,Fri
往南,2016-05-27,18:00:00,805.474,49.0377,13.075,118.205,Fri
往南,2016-05-27,19:00:00,691.0,54.4903,13.165,130.265,Fri
往南,2016-05-27,20:00:00,698.0,63.8903,7.01,143.95,Fri
往南,2016-05-27,21:00:00,377.5,55.1425,3.935,192.85,Fri
往南,2016-05-27,22:00:00,236.0,51.4729,1.255,215.21,Fri
往南,2016-05-27,23:00:00,173.0,51.2,1.0,232.815,Fri
往南,2016-05-28,00:00:00,69.0,46.5218,0.45,240.83,Sat
往南,2016-05-28,01:00:00,35.0,46.602,0.25,249.54,Sat
往南,2016-05-28,02:00:00,16.5,44.2475,0.115,245.83,Sat
往南,2016-05-28,03:00:00,18.0,42.7778,0.13,245.83,Sat
往南,2016-05-28,04:00:00,22.5,59.5018,0.16,245.38,Sat
往南,2016-05-28,05:00:00,25.0,49.3767,0.205,245.83,Sat
往南,2016-05-28,06:00:00,58.0,45.5572,0.4,248.39,Sat
往南,2016-05-28,07:00:00,101.5,49.5377,0.635,243.05,Sat
往南,2016-05-28,08:00:00,183.5,53.7467,1.14,227.64,Sat
往南,2016-05-28,09:00:00,230.5,46.0285,1.35,220.75,Sat
往南,2016-05-28,10:00:00,316.5,46.415,1.805,205.73,Sat
往南,2016-05-28,11:00:00,373.0,46.1636,2.145,195.425,Sat
往南,2016-05-28,12:00:00,318.5,46.7687,1.795,206.465,Sat
往南,2016-05-28,13:00:00,364.0,46.4479,2.14,198.29,Sat
往南,2016-05-28,14:00:00,336.5,47.8242,1.96,201.25,Sat
往南,2016-05-28,15:00:00,378.103,47.4874,2.15,190.035,Sat
往南,2016-05-28,16:00:00,342.0,46.3298,2.0,192.58,Sat
往南,2016-05-28,17:00:00,374.5,46.306,2.225,192.945,Sat
往南,2016-05-28,18:00:00,366.0,44.5661,2.28,196.09,Sat
往南,2016-05-28,19:00:00,349.0,48.5714,2.125,203.35,Sat
往南,2016-05-28,20:00:00,292.0,43.8647,1.85,210.92,Sat
往南,2016-05-28,21:00:00,222.0,46.4498,1.3,216.965,Sat
往南,2016-05-28,22:00:00,174.5,50.7175,1.04,232.05,Sat
往南,2016-05-28,23:00:00,154.0,53.6797,0.875,239.025,Sat
往南,2016-05-29,00:00:00,74.0,53.6589,0.495,244.025,Sun
往南,2016-05-29,01:00:00,35.5,51.35,0.25,250.0,Sun
往南,2016-05-29,02:00:00,18.5,49.9411,0.15,245.83,Sun
往南,2016-05-29,03:00:00,12.5,47.9167,0.08,245.38,Sun
往南,2016-05-29,04:00:00,9.0,50.4444,0.075,245.83,Sun
往南,2016-05-29,05:00:00,19.0,52.2116,0.14,245.83,Sun
往南,2016-05-29,06:00:00,41.0,63.3953,0.275,249.085,Sun
往南,2016-05-29,07:00:00,50.5,144.368,0.31,247.775,Sun
往南,2016-05-29,08:00:00,85.5,54.601,0.555,247.715,Sun
往南,2016-05-29,09:00:00,144.0,45.5086,0.85,229.405,Sun
往南,2016-05-29,10:00:00,236.5,46.2859,1.375,216.43,Sun
往南,2016-05-29,11:00:00,274.5,44.9929,1.685,210.185,Sun
往南,2016-05-29,12:00:00,301.0,46.409,1.695,201.03,Sun
往南,2016-05-29,13:00:00,305.5,52.0094,1.75,206.84,Sun
往南,2016-05-29,14:00:00,348.5,51.4192,1.9,198.165,Sun
往南,2016-05-29,15:00:00,399.828,46.3459,2.405,196.485,Sun
往南,2016-05-29,16:00:00,390.0,53.3403,2.305,192.13,Sun
往南,2016-05-29,17:00:00,356.0,46.6407,2.025,199.875,Sun
往南,2016-05-29,18:00:00,358.0,49.5725,2.135,197.765,Sun
往南,2016-05-29,19:00:00,611.5,36.8082,2.1,196.775,Sun
往南,2016-05-29,20:00:00,280.0,44.6775,1.785,208.71,Sun
