方向,日期,時間,當量總和,平均速度,平均佔有率,平均車間距,星期
往北,2016-04-01,16:00:00,444.5,54.76,2.09,53.96,Fri
往北,2016-04-01,17:00:00,445.5,51.07,2.325,56.525,Fri
往北,2016-04-01,18:00:00,604.576,48.95,3.725,41.815,Fri
往北,2016-04-01,19:00:00,609.5,48.12,5.285,35.0,Fri
往北,2016-04-01,20:00:00,399.0,45.24,2.25,62.91,Fri
往北,2016-04-01,21:00:00,414.5,46.81,2.085,60.79,Fri
往北,2016-04-01,22:00:00,363.0,51.66,1.69,65.4,Fri
往北,2016-04-01,23:00:00,267.0,53.74,1.185,84.34,Fri
往北,2016-04-02,00:00:00,134.0,62.53,0.575,108.765,Sat
往北,2016-04-02,01:00:00,75.0,62.18,0.375,118.04,Sat
往北,2016-04-02,02:00:00,53.0,53.43,0.315,121.86,Sat
往北,2016-04-02,03:00:00,28.5,52.3,0.19,121.6,Sat
往北,2016-04-02,04:00:00,22.0,55.32,0.16,125.0,Sat
往北,2016-04-02,05:00:00,31.0,54.55,0.185,122.025,Sat
往北,2016-04-02,06:00:00,65.0,53.43,0.385,119.625,Sat
往北,2016-04-02,07:00:00,123.0,54.43,0.585,105.165,Sat
往北,2016-04-02,08:00:00,143.5,55.42,0.64,106.075,Sat
往北,2016-04-02,09:00:00,191.5,63.29,0.81,98.215,Sat
往北,2016-04-02,10:00:00,262.5,53.01,1.16,82.635,Sat
往北,2016-04-02,11:00:00,331.5,52.67,1.56,68.9,Sat
往北,2016-04-02,12:00:00,364.821,55.0,1.675,64.785,Sat
往北,2016-04-02,13:00:00,312.0,56.52,1.415,73.91,Sat
往北,2016-04-02,14:00:00,304.5,53.54,1.365,72.665,Sat
往北,2016-04-02,15:00:00,303.0,49.98,1.515,73.19,Sat
往北,2016-04-02,16:00:00,339.0,56.78,1.475,69.625,Sat
往北,2016-04-02,17:00:00,342.0,50.11,1.535,68.785,Sat
往北,2016-04-02,18:00:00,337.0,56.69,1.44,72.56,Sat
往北,2016-04-02,19:00:00,322.0,56.16,1.425,68.175,Sat
往北,2016-04-02,20:00:00,282.5,49.72,1.315,78.015,Sat
往北,2016-04-02,21:00:00,303.5,53.16,1.4,76.99,Sat
往北,2016-04-02,22:00:00,578.5,29.67,1.51,71.435,Sat
往北,2016-04-02,23:00:00,216.5,53.87,0.915,88.085,Sat
往北,2016-04-03,00:00:00,100.5,52.34,0.475,115.335,Sun
往北,2016-04-03,01:00:00,54.0,52.52,0.315,122.55,Sun
往北,2016-04-03,02:00:00,24.0,59.67,0.165,125.0,Sun
往北,2016-04-03,03:00:00,16.5,66.06,0.125,125.0,Sun
往北,2016-04-03,04:00:00,20.0,65.75,0.125,124.55,Sun
往北,2016-04-03,05:00:00,18.5,64.72,0.14,125.0,Sun
往北,2016-04-03,06:00:00,41.0,64.33,0.21,122.81,Sun
往北,2016-04-03,07:00:00,73.5,57.54,0.375,118.49,Sun
往北,2016-04-03,08:00:00,110.0,53.59,0.535,112.065,Sun
往北,2016-04-03,09:00:00,117.5,55.5,0.55,110.8,Sun
往北,2016-04-03,10:00:00,194.5,58.03,0.81,95.315,Sun
往北,2016-04-03,11:00:00,239.5,55.47,1.015,85.965,Sun
往北,2016-04-03,12:00:00,259.138,51.78,1.19,83.12,Sun
往北,2016-04-03,13:00:00,231.5,58.17,0.94,88.285,Sun
往北,2016-04-03,14:00:00,251.5,54.34,1.075,83.5,Sun
往北,2016-04-03,15:00:00,279.0,57.05,1.21,79.1,Sun
往北,2016-04-03,16:00:00,283.5,56.17,1.275,79.675,Sun
往北,2016-04-03,17:00:00,288.5,49.25,1.325,78.325,Sun
往北,2016-04-03,18:00:00,260.0,55.03,1.2,78.625,Sun
往北,2016-04-03,19:00:00,282.5,50.58,1.31,76.11,Sun
往北,2016-04-03,20:00:00,260.0,59.83,1.05,81.4,Sun
往北,2016-04-03,21:00:00,250.5,53.53,1.16,87.84,Sun
往北,2016-04-03,22:00:00,285.5,48.57,1.36,72.935,Sun
往北,2016-04-03,23:00:00,171.0,54.87,0.675,96.475,Sun
往北,2016-04-04,00:00:00,74.5,66.81,0.36,119.825,Mon
往北,2016-04-04,01:00:00,44.5,66.91,0.25,123.635,Mon
往北,2016-04-04,02:00:00,27.5,64.35,0.14,124.56,Mon
往北,2016-04-04,03:00:00,22.5,67.86,0.14,125.0,Mon
往北,2016-04-04,04:00:00,13.5,60.77,0.1,125.0,Mon
往北,2016-04-04,05:00:00,29.5,51.52,0.19,122.465,Mon
往北,2016-04-04,06:00:00,51.5,39.35,0.31,121.365,Mon
往北,2016-04-04,07:00:00,121.5,49.06,0.66,108.115,Mon
往北,2016-04-04,08:00:00,116.0,53.5,0.575,110.125,Mon
往北,2016-04-04,09:00:00,128.0,59.26,0.56,108.375,Mon
往北,2016-04-04,10:00:00,184.5,62.19,0.725,98.84,Mon
往北,2016-04-04,11:00:00,199.5,58.39,0.765,91.475,Mon
往北,2016-04-04,12:00:00,222.712,50.06,1.04,83.61,Mon
往北,2016-04-04,13:00:00,196.0,55.64,0.835,92.64,Mon
往北,2016-04-04,14:00:00,242.5,52.28,1.085,83.75,Mon
往北,2016-04-04,15:00:00,303.0,56.67,1.19,74.325,Mon
往北,2016-04-04,16:00:00,296.0,58.87,1.235,79.285,Mon
往北,2016-04-04,17:00:00,316.0,54.85,1.4,73.535,Mon
往北,2016-04-04,18:00:00,272.5,56.19,1.14,77.76,Mon
往北,2016-04-04,19:00:00,283.0,57.92,1.125,75.635,Mon
往北,2016-04-04,20:00:00,260.0,56.27,1.115,80.375,Mon
往北,2016-04-04,21:00:00,281.5,57.24,1.235,74.64,Mon
往北,2016-04-04,22:00:00,260.0,58.73,1.09,81.135,Mon
往北,2016-04-04,23:00:00,163.0,50.25,0.735,101.785,Mon
往北,2016-04-05,00:00:00,93.0,51.7,0.46,115.735,Tue
往北,2016-04-05,01:00:00,58.5,66.67,0.285,117.835,Tue
往北,2016-04-05,02:00:00,31.0,70.0,0.19,125.0,Tue
往北,2016-04-05,03:00:00,17.5,70.0,0.125,124.56,Tue
往北,2016-04-05,04:00:00,15.5,70.0,0.11,125.0,Tue
往北,2016-04-05,05:00:00,24.5,69.83,0.175,122.915,Tue
往北,2016-04-05,06:00:00,31.5,65.14,0.235,124.09,Tue
往北,2016-04-05,07:00:00,75.0,57.72,0.45,118.935,Tue
往北,2016-04-05,08:00:00,93.0,53.11,0.45,112.535,Tue
往北,2016-04-05,09:00:00,128.0,53.95,0.585,106.29,Tue
往北,2016-04-05,10:00:00,152.5,50.1,0.665,101.365,Tue
往北,2016-04-05,11:00:00,236.5,56.69,1.015,85.94,Tue
往北,2016-04-05,12:00:00,245.789,57.16,1.065,86.36,Tue
往北,2016-04-05,13:00:00,267.5,55.32,1.1,84.65,Tue
往北,2016-04-05,14:00:00,293.5,58.48,1.29,73.8,Tue
往北,2016-04-05,15:00:00,332.5,49.47,1.565,75.525,Tue
往北,2016-04-05,16:00:00,327.0,58.62,1.385,72.84,Tue
往北,2016-04-05,17:00:00,309.0,52.25,1.485,77.39,Tue
往北,2016-04-05,18:00:00,309.0,57.92,1.285,71.325,Tue
往北,2016-04-05,19:00:00,298.5,50.7,1.36,72.64,Tue
往北,2016-04-05,20:00:00,294.0,61.12,1.2,77.46,Tue
往北,2016-04-05,21:00:00,277.5,54.4,1.185,77.19,Tue
往北,2016-04-05,22:00:00,218.5,50.18,1.0,86.06,Tue
往北,2016-04-05,23:00:00,141.5,49.8,0.675,104.11,Tue
往北,2016-04-06,00:00:00,70.5,55.3,0.3,117.34,Wed
往北,2016-04-06,01:00:00,31.0,53.73,0.175,124.55,Wed
往北,2016-04-06,02:00:00,23.5,47.83,0.15,125.0,Wed
往北,2016-04-06,03:00:00,9.0,47.0,0.075,125.0,Wed
往北,2016-04-06,04:00:00,13.0,47.0,0.11,125.0,Wed
往北,2016-04-06,05:00:00,23.5,45.27,0.16,124.55,Wed
往北,2016-04-06,06:00:00,42.5,41.53,0.325,123.65,Wed
往北,2016-04-06,07:00:00,84.0,40.46,0.6,119.35,Wed
往北,2016-04-06,10:00:00,479.0,46.51,3.07,59.8,Wed
往北,2016-04-06,11:00:00,423.5,50.61,2.185,59.225,Wed
往北,2016-04-06,12:00:00,376.552,44.71,1.985,65.635,Wed
往北,2016-04-06,13:00:00,396.61,48.36,2.025,61.335,Wed
往北,2016-04-06,14:00:00,637.241,51.0557,3.545,75.585,Wed
往北,2016-04-06,15:00:00,1057.63,48.3718,6.325,104.65,Wed
往北,2016-04-06,16:00:00,1029.0,49.7907,6.225,112.39,Wed
往北,2016-04-06,17:00:00,1066.0,48.2453,6.725,105.8,Wed
往北,2016-04-06,18:00:00,1451.0,43.3588,13.13,70.73,Wed
往北,2016-04-06,19:00:00,1403.5,33.0806,30.54,57.875,Wed
往北,2016-04-06,20:00:00,1083.5,38.9892,15.375,98.34,Wed
往北,2016-04-06,21:00:00,845.5,46.0494,6.415,128.89,Wed
往北,2016-04-06,22:00:00,775.0,48.0613,4.88,138.15,Wed
往北,2016-04-06,23:00:00,484.0,52.3844,2.89,178.325,Wed
往北,2016-04-07,00:00:00,216.0,56.9933,1.09,220.6,Thu
往北,2016-04-07,01:00:00,136.111,52.3805,0.81,239.06,Thu
往北,2016-04-07,02:00:00,64.5,51.1287,0.36,243.18,Thu
往北,2016-04-07,03:00:00,40.5,49.9262,0.28,249.535,Thu
往北,2016-04-07,04:00:00,39.0,51.4286,0.225,244.265,Thu
往北,2016-04-07,05:00:00,45.5,52.7867,0.3,249.54,Thu
往北,2016-04-07,06:00:00,143.0,49.9197,0.95,238.015,Thu
往北,2016-04-07,07:00:00,343.5,49.5501,2.1,201.375,Thu
往北,2016-04-07,08:00:00,796.0,49.1614,4.925,125.325,Thu
往北,2016-04-07,09:00:00,1267.0,47.8599,7.905,94.27,Thu
往北,2016-04-07,10:00:00,1087.5,49.1123,7.31,100.375,Thu
往北,2016-04-07,11:00:00,866.5,49.1803,5.235,124.06,Thu
往北,2016-04-07,12:00:00,916.0,48.1696,5.61,120.6,Thu
往北,2016-04-07,13:00:00,855.5,50.3123,4.915,127.56,Thu
往北,2016-04-07,14:00:00,1011.5,51.7655,5.97,119.39,Thu
往北,2016-04-07,15:00:00,1102.5,51.9762,5.99,107.925,Thu
往北,2016-04-07,16:00:00,1088.94,48.1355,6.785,102.195,Thu
往北,2016-04-07,17:00:00,1097.5,48.3688,7.0,104.115,Thu
往北,2016-04-07,18:00:00,1474.5,40.0785,14.67,74.82,Thu
往北,2016-04-07,19:00:00,1443.5,31.014,29.09,63.77,Thu
往北,2016-04-07,20:00:00,1343.0,37.3482,16.57,90.42,Thu
往北,2016-04-07,21:00:00,1238.0,40.4869,9.665,97.825,Thu
往北,2016-04-07,22:00:00,923.5,41.3116,8.175,125.36,Thu
往北,2016-04-07,23:00:00,522.0,48.5576,3.21,169.875,Thu
往北,2016-04-08,00:00:00,197.0,57.3657,1.035,221.815,Fri
往北,2016-04-08,01:00:00,132.203,53.3641,0.73,240.835,Fri
往北,2016-04-08,02:00:00,71.5,54.1953,0.44,244.46,Fri
往北,2016-04-08,03:00:00,38.0,51.5697,0.275,249.525,Fri
往北,2016-04-08,04:00:00,37.0,53.3143,0.275,245.375,Fri
往北,2016-04-08,05:00:00,42.2034,54.1727,0.305,249.54,Fri
往北,2016-04-08,06:00:00,122.0,52.6827,0.81,236.205,Fri
往北,2016-04-08,07:00:00,327.0,49.9205,1.99,199.665,Fri
往北,2016-04-08,08:00:00,792.712,47.8774,4.795,131.205,Fri
往北,2016-04-08,09:00:00,465.0,41.7178,4.88,61.19,Fri
往北,2016-04-08,10:00:00,481.0,52.43,2.415,56.34,Fri
往北,2016-04-08,11:00:00,401.5,55.79,1.91,65.385,Fri
往北,2016-04-08,12:00:00,424.5,53.13,2.065,61.05,Fri
往北,2016-04-08,13:00:00,344.0,57.51,1.55,73.175,Fri
往北,2016-04-08,14:00:00,495.5,51.94,2.56,56.49,Fri
往北,2016-04-08,15:00:00,473.5,53.53,2.24,56.375,Fri
往北,2016-04-08,16:00:00,464.237,53.52,2.15,58.145,Fri
往北,2016-04-08,17:00:00,457.0,53.83,2.2,56.475,Fri
往北,2016-04-08,18:00:00,532.0,48.21,3.135,48.05,Fri
往北,2016-04-08,19:00:00,531.5,42.98,5.15,46.885,Fri
往北,2016-04-08,20:00:00,283.5,35.58,3.95,80.265,Fri
往北,2016-04-08,21:00:00,340.5,37.95,5.775,71.015,Fri
往北,2016-04-08,22:00:00,357.5,50.54,1.7,66.685,Fri
往北,2016-04-08,23:00:00,274.5,48.24,1.29,79.8,Fri
往北,2016-04-09,00:00:00,116.5,49.66,0.565,113.135,Sat
往北,2016-04-09,01:00:00,68.6441,60.17,0.325,118.315,Sat
往北,2016-04-09,02:00:00,48.0,52.79,0.26,121.05,Sat
往北,2016-04-09,03:00:00,25.0,62.76,0.185,124.56,Sat
往北,2016-04-09,04:00:00,16.5,68.25,0.115,125.0,Sat
往北,2016-04-09,05:00:00,34.0,64.47,0.225,124.115,Sat
往北,2016-04-09,06:00:00,45.0,49.09,0.26,122.315,Sat
往北,2016-04-09,07:00:00,89.0,49.24,0.515,116.04,Sat
往北,2016-04-09,08:00:00,146.0,51.96,0.675,105.275,Sat
往北,2016-04-09,09:00:00,164.0,58.62,0.685,99.2,Sat
往北,2016-04-09,10:00:00,204.5,55.48,0.9,91.275,Sat
往北,2016-04-09,11:00:00,322.0,52.26,1.535,75.875,Sat
往北,2016-04-09,12:00:00,304.5,53.29,1.435,74.965,Sat
往北,2016-04-09,13:00:00,278.0,57.31,1.285,79.485,Sat
往北,2016-04-09,14:00:00,300.5,52.71,1.385,75.79,Sat
往北,2016-04-09,15:00:00,308.5,52.28,1.46,78.54,Sat
往北,2016-04-09,16:00:00,344.5,64.48,1.375,71.44,Sat
往北,2016-04-09,17:00:00,315.5,55.36,1.385,71.415,Sat
往北,2016-04-09,18:00:00,370.5,52.68,1.71,65.75,Sat
往北,2016-04-09,19:00:00,316.0,51.1,1.465,72.875,Sat
往北,2016-04-09,20:00:00,291.5,54.33,1.265,78.635,Sat
往北,2016-04-09,21:00:00,275.0,52.7,1.16,79.49,Sat
往北,2016-04-09,22:00:00,358.5,49.44,1.685,69.94,Sat
往北,2016-04-09,23:00:00,224.0,52.63,1.11,88.76,Sat
往北,2016-04-10,00:00:00,108.0,57.74,0.475,112.135,Sun
往北,2016-04-10,01:00:00,69.1525,56.29,0.345,119.27,Sun
往北,2016-04-10,02:00:00,32.0,62.16,0.175,124.55,Sun
往北,2016-04-10,03:00:00,26.0,58.28,0.16,124.14,Sun
往北,2016-04-10,04:00:00,13.0,67.08,0.075,125.0,Sun
往北,2016-04-10,05:00:00,23.0,70.0,0.16,124.55,Sun
往北,2016-04-10,06:00:00,33.5,63.0,0.215,123.685,Sun
往北,2016-04-10,07:00:00,54.5,51.84,0.35,120.635,Sun
往北,2016-04-10,08:00:00,80.5,49.51,0.425,118.8,Sun
往北,2016-04-10,09:00:00,108.5,56.59,0.51,112.985,Sun
往北,2016-04-10,10:00:00,167.5,64.42,0.64,99.79,Sun
往北,2016-04-10,11:00:00,192.0,50.45,0.9,96.465,Sun
往北,2016-04-10,12:00:00,226.0,49.42,1.1,87.35,Sun
往北,2016-04-10,13:00:00,202.0,55.57,0.91,95.235,Sun
往北,2016-04-10,14:00:00,242.0,63.99,0.985,86.815,Sun
往北,2016-04-10,15:00:00,265.5,59.63,1.26,84.35,Sun
往北,2016-04-10,16:00:00,304.0,50.39,1.525,78.235,Sun
往北,2016-04-10,17:00:00,221.5,61.8,0.935,92.575,Sun
往北,2016-04-10,18:00:00,278.0,58.21,1.2,79.235,Sun
往北,2016-04-10,19:00:00,308.5,58.39,1.36,79.44,Sun
往北,2016-04-10,20:00:00,286.5,57.83,1.26,76.775,Sun
往北,2016-04-10,21:00:00,245.0,53.76,1.075,82.26,Sun
往北,2016-04-10,22:00:00,307.5,48.75,1.465,75.49,Sun
往北,2016-04-10,23:00:00,158.0,48.96,0.86,101.39,Sun
往北,2016-04-11,00:00:00,50.5,61.49,0.275,123.65,Mon
往北,2016-04-11,01:00:00,32.069,61.31,0.165,123.26,Mon
往北,2016-04-11,02:00:00,15.0,59.6,0.125,125.0,Mon
往北,2016-04-11,03:00:00,18.0,56.41,0.135,125.0,Mon
往北,2016-04-11,04:00:00,19.5,56.89,0.135,124.55,Mon
往北,2016-04-11,05:00:00,18.0,64.67,0.115,125.0,Mon
往北,2016-04-11,06:00:00,48.5,53.95,0.325,124.06,Mon
往北,2016-04-11,07:00:00,128.5,56.89,0.65,107.05,Mon
往北,2016-04-11,08:00:00,314.5,56.88,1.4,74.35,Mon
往北,2016-04-11,09:00:00,465.0,51.95,2.51,59.865,Mon
往北,2016-04-11,10:00:00,440.5,51.64,2.21,61.575,Mon
往北,2016-04-11,11:00:00,346.5,55.15,1.71,73.45,Mon
往北,2016-04-11,12:00:00,320.0,52.44,1.56,68.885,Mon
往北,2016-04-11,13:00:00,374.5,61.02,1.69,67.46,Mon
往北,2016-04-11,14:00:00,391.525,50.94,1.785,67.09,Mon
往北,2016-04-11,15:00:00,437.0,51.84,2.05,63.665,Mon
往北,2016-04-11,16:00:00,415.0,53.41,1.885,64.635,Mon
往北,2016-04-11,17:00:00,408.0,50.52,1.86,67.0,Mon
往北,2016-04-11,18:00:00,511.0,53.25,2.625,47.3,Mon
往北,2016-04-11,19:00:00,617.288,49.75,7.63,36.99,Mon
往北,2016-04-11,20:00:00,401.111,43.08,8.255,56.635,Mon
往北,2016-04-11,21:00:00,303.5,50.84,1.5,76.9,Mon
往北,2016-04-11,22:00:00,227.0,57.94,1.06,87.81,Mon
往北,2016-04-11,23:00:00,160.5,47.22,0.775,98.91,Mon
往北,2016-04-12,00:00:00,80.5,57.06,0.36,113.825,Tue
往北,2016-04-12,01:00:00,40.5,57.82,0.25,123.635,Tue
往北,2016-04-12,02:00:00,30.0,54.5,0.19,123.69,Tue
往北,2016-04-12,03:00:00,7.5,52.43,0.065,125.0,Tue
往北,2016-04-12,04:00:00,11.0,57.09,0.065,125.0,Tue
往北,2016-04-12,05:00:00,24.0,58.45,0.165,125.0,Tue
往北,2016-04-12,06:00:00,46.0,58.22,0.315,121.11,Tue
往北,2016-04-12,07:00:00,124.0,50.73,0.64,108.41,Tue
往北,2016-04-12,08:00:00,298.0,53.38,1.315,74.36,Tue
往北,2016-04-12,09:00:00,494.0,55.88,2.485,56.14,Tue
往北,2016-04-12,10:00:00,445.0,54.11,2.11,63.31,Tue
往北,2016-04-12,11:00:00,379.0,52.11,1.815,67.565,Tue
往北,2016-04-12,12:00:00,384.0,52.42,1.825,67.725,Tue
往北,2016-04-12,13:00:00,353.898,49.11,1.7,70.82,Tue
往北,2016-04-12,14:00:00,436.0,54.2,2.015,61.06,Tue
往北,2016-04-12,15:00:00,422.0,50.43,2.06,64.385,Tue
往北,2016-04-12,16:00:00,417.0,54.64,1.985,63.76,Tue
往北,2016-04-12,17:00:00,436.0,54.73,2.04,59.46,Tue
往北,2016-04-12,18:00:00,508.0,51.71,2.64,48.4,Tue
往北,2016-04-12,19:00:00,554.5,47.78,7.385,44.31,Tue
往北,2016-04-12,20:00:00,372.5,46.61,2.135,64.525,Tue
往北,2016-04-12,21:00:00,302.0,52.48,1.275,77.275,Tue
往北,2016-04-12,22:00:00,274.0,53.56,1.185,79.76,Tue
往北,2016-04-12,23:00:00,185.5,51.4,0.875,98.285,Tue
往北,2016-04-13,00:00:00,84.0,56.86,0.4,116.765,Wed
往北,2016-04-13,01:00:00,46.0,50.0,0.25,122.785,Wed
往北,2016-04-13,02:00:00,21.0,44.95,0.15,124.135,Wed
往北,2016-04-13,03:00:00,22.0,47.09,0.15,125.0,Wed
往北,2016-04-13,04:00:00,20.5,49.3,0.15,125.0,Wed
往北,2016-04-13,05:00:00,15.0,53.47,0.11,124.55,Wed
往北,2016-04-13,06:00:00,51.5,52.73,0.335,121.215,Wed
往北,2016-04-13,07:00:00,83.0,48.44,0.5,115.215,Wed
往北,2016-04-13,08:00:00,272.5,59.8,1.215,78.665,Wed
往北,2016-04-13,09:00:00,487.5,53.65,4.135,58.1,Wed
往北,2016-04-13,10:00:00,431.0,55.31,2.315,63.44,Wed
往北,2016-04-13,11:00:00,341.0,51.59,1.59,72.75,Wed
往北,2016-04-13,12:00:00,308.0,67.51,1.25,78.61,Wed
往北,2016-04-13,13:00:00,492.203,56.9314,2.465,88.505,Wed
往北,2016-04-13,14:00:00,972.0,51.018,5.925,114.6,Wed
往北,2016-04-13,15:00:00,1010.0,49.8852,6.425,115.375,Wed
往北,2016-04-13,16:00:00,1092.0,50.2945,6.81,110.14,Wed
往北,2016-04-13,17:00:00,1073.5,49.7993,7.095,107.635,Wed
往北,2016-04-13,18:00:00,1391.0,41.6657,14.61,79.29,Wed
往北,2016-04-13,19:00:00,1160.03,29.8569,37.265,82.245,Wed
往北,2016-04-13,20:00:00,882.5,32.11,33.095,108.34,Wed
往北,2016-04-13,21:00:00,878.0,46.9042,5.89,124.535,Wed
往北,2016-04-13,22:00:00,779.0,52.6071,4.585,135.755,Wed
往北,2016-04-13,23:00:00,430.5,52.7623,2.66,188.875,Wed
往北,2016-04-14,00:00:00,211.0,52.8546,1.2,223.825,Thu
往北,2016-04-14,01:00:00,115.5,51.2804,0.65,242.695,Thu
往北,2016-04-14,02:00:00,81.5,57.1767,0.465,244.0,Thu
往北,2016-04-14,03:00:00,39.5,51.1313,0.255,249.56,Thu
往北,2016-04-14,04:00:00,43.5,52.4876,0.285,250.0,Thu
往北,2016-04-14,05:00:00,45.0,48.3155,0.325,249.075,Thu
往北,2016-04-14,06:00:00,117.0,44.17,0.875,242.2,Thu
往北,2016-04-14,07:00:00,325.5,47.0547,2.025,203.91,Thu
往北,2016-04-14,08:00:00,752.0,50.4522,4.84,142.92,Thu
往北,2016-04-14,09:00:00,1230.0,48.6958,8.125,97.88,Thu
往北,2016-04-14,10:00:00,972.0,48.0525,6.435,116.515,Thu
往北,2016-04-14,11:00:00,868.5,50.759,5.215,124.865,Thu
往北,2016-04-14,12:00:00,883.0,52.8738,5.225,123.375,Thu
往北,2016-04-14,13:00:00,760.678,50.9313,4.38,131.33,Thu
往北,2016-04-14,14:00:00,922.0,51.7324,5.74,124.585,Thu
往北,2016-04-14,15:00:00,975.0,50.5549,5.96,111.68,Thu
往北,2016-04-14,16:00:00,1134.5,48.4428,7.13,103.525,Thu
往北,2016-04-14,17:00:00,1111.5,48.9745,7.41,103.84,Thu
往北,2016-04-14,18:00:00,1088.0,44.8577,10.56,104.61,Thu
往北,2016-04-14,19:00:00,1079.5,30.7618,35.89,99.17,Thu
往北,2016-04-14,20:00:00,937.0,35.595,27.77,113.235,Thu
往北,2016-04-14,21:00:00,908.0,47.7581,6.05,123.29,Thu
往北,2016-04-14,22:00:00,838.5,49.6807,5.25,129.725,Thu
往北,2016-04-14,23:00:00,519.0,49.8453,3.2,171.315,Thu
往北,2016-04-15,00:00:00,226.5,51.0058,1.265,220.63,Fri
往北,2016-04-15,01:00:00,143.0,54.3451,0.855,236.575,Fri
往北,2016-04-15,02:00:00,66.0,57.2029,0.425,248.15,Fri
往北,2016-04-15,03:00:00,59.5,58.2875,0.4,249.065,Fri
往北,2016-04-15,04:00:00,39.5,57.0279,0.275,249.56,Fri
往北,2016-04-15,05:00:00,71.5,57.0918,0.4,247.275,Fri
往北,2016-04-15,06:00:00,139.0,49.0884,1.025,236.835,Fri
往北,2016-04-15,07:00:00,342.0,47.6797,2.315,204.375,Fri
往北,2016-04-15,08:00:00,786.5,50.9425,4.795,133.9,Fri
往北,2016-04-15,09:00:00,1198.0,42.862,10.58,98.535,Fri
往北,2016-04-15,10:00:00,1013.5,45.8441,9.555,111.335,Fri
往北,2016-04-15,11:00:00,977.0,50.8239,5.52,118.61,Fri
往北,2016-04-15,12:00:00,940.0,47.7451,6.0,108.99,Fri
往北,2016-04-15,13:00:00,931.035,51.5231,5.37,118.885,Fri
往北,2016-04-15,14:00:00,982.0,50.0609,5.945,109.64,Fri
往北,2016-04-15,15:00:00,1008.0,49.4811,6.16,105.99,Fri
往北,2016-04-15,16:00:00,1086.5,50.5934,6.66,107.76,Fri
往北,2016-04-15,17:00:00,1150.0,47.4457,7.865,105.65,Fri
往北,2016-04-15,18:00:00,1424.0,39.6563,15.59,72.335,Fri
往北,2016-04-15,19:00:00,1275.0,28.4381,34.5,72.185,Fri
往北,2016-04-15,20:00:00,991.957,31.778,28.56,92.04,Fri
往北,2016-04-15,21:00:00,926.571,39.4239,10.0,129.23,Fri
往北,2016-04-15,22:00:00,974.5,45.6707,6.925,117.595,Fri
往北,2016-04-15,23:00:00,923.0,34.5742,4.385,144.77,Fri
往北,2016-04-16,00:00:00,296.0,54.8987,1.625,205.09,Sat
往北,2016-04-16,01:00:00,142.0,53.4233,0.79,235.99,Sat
往北,2016-04-16,02:00:00,94.0,53.8317,0.55,246.395,Sat
往北,2016-04-16,03:00:00,57.5,60.2211,0.335,249.085,Sat
往北,2016-04-16,04:00:00,51.5,54.74,0.335,249.11,Sat
往北,2016-04-16,05:00:00,82.0,52.5563,0.465,246.445,Sat
往北,2016-04-16,06:00:00,142.5,51.5953,1.0,236.41,Sat
往北,2016-04-16,07:00:00,266.0,49.8981,1.735,215.575,Sat
往北,2016-04-16,08:00:00,427.5,51.7439,2.485,188.1,Sat
往北,2016-04-16,09:00:00,510.0,56.1799,2.8,173.375,Sat
往北,2016-04-16,10:00:00,640.0,53.5882,3.65,155.115,Sat
往北,2016-04-16,11:00:00,766.0,49.4084,4.795,133.085,Sat
往北,2016-04-16,12:00:00,790.5,50.9024,4.785,129.51,Sat
往北,2016-04-16,13:00:00,745.862,53.0448,4.325,140.925,Sat
往北,2016-04-16,14:00:00,880.5,51.1207,5.675,117.7,Sat
往北,2016-04-16,15:00:00,882.0,47.968,5.36,120.87,Sat
往北,2016-04-16,16:00:00,946.5,47.6581,6.155,115.33,Sat
往北,2016-04-16,17:00:00,942.0,46.527,6.355,117.94,Sat
往北,2016-04-16,18:00:00,1040.5,45.2945,8.82,113.15,Sat
往北,2016-04-16,19:00:00,908.0,45.9097,7.26,118.655,Sat
往北,2016-04-16,20:00:00,779.5,49.1173,5.915,131.86,Sat
往北,2016-04-16,21:00:00,725.5,49.9715,4.39,135.555,Sat
往北,2016-04-16,22:00:00,964.0,47.6555,6.6,113.195,Sat
往北,2016-04-16,23:00:00,925.0,34.7967,4.29,150.15,Sat
往北,2016-04-17,00:00:00,275.0,51.4478,1.555,214.735,Sun
往北,2016-04-17,01:00:00,125.5,53.2096,0.75,239.27,Sun
往北,2016-04-17,02:00:00,73.0,52.5075,0.415,245.515,Sun
往北,2016-04-17,03:00:00,43.5,49.7871,0.31,249.535,Sun
往北,2016-04-17,04:00:00,31.5,51.5826,0.225,249.54,Sun
往北,2016-04-17,05:00:00,52.0,54.2712,0.365,247.79,Sun
往北,2016-04-17,06:00:00,108.0,52.0112,0.71,243.78,Sun
往北,2016-04-17,07:00:00,182.0,51.2115,1.175,229.64,Sun
往北,2016-04-17,08:00:00,263.5,51.5835,1.5,213.695,Sun
往北,2016-04-17,09:00:00,316.0,52.1088,1.965,204.4,Sun
往北,2016-04-17,10:00:00,447.0,49.462,2.635,184.905,Sun
往北,2016-04-17,11:00:00,574.5,54.1353,3.205,159.44,Sun
往北,2016-04-17,12:00:00,648.0,48.3618,3.89,149.07,Sun
往北,2016-04-17,13:00:00,677.069,53.3294,3.925,146.45,Sun
往北,2016-04-17,14:00:00,721.5,51.7976,4.32,139.125,Sun
往北,2016-04-17,15:00:00,1344.5,37.3157,5.4,121.29,Sun
往北,2016-04-17,16:00:00,908.5,47.9326,5.66,120.61,Sun
