date,eq,day
105.07.06,244752.445886,3
105.07.07,226456.204112,4
105.07.10,172365.578503,7
105.07.11,224629.313703,1
105.07.12,197983.781628,2
105.07.13,147604.290858,3
105.07.14,231038.063338,4
105.07.15,243542.558205,5
105.07.16,195987.245322,6
105.07.17,172452.28877,7
105.07.18,173104.545796,1.0
